# GESP C++ L2 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp2-kp01 | 变量与数据类型 | 基础语法
#   cpp2-kp02 | 分支与循环 | 基础语法
#   cpp2-kp03 | 基础输入输出 | 基础语法
#   cpp2-kp04 | 函数定义与调用 | 函数
#   cpp2-kp05 | 函数参数传递 | 函数
#   cpp2-kp06 | 函数返回值 | 函数
#   cpp2-kp07 | 一维数组 | 数组与字符串
#   cpp2-kp08 | 多维数组 | 数组与字符串
#   cpp2-kp09 | 字符数组与字符串 | 数组与字符串
#   cpp2-kp10 | string 字符串处理 | 数组与字符串
#   cpp2-kp11 | 顺序查找 | 数组与字符串
#   cpp2-kp12 | 枚举算法 | 枚举模拟
#   cpp2-kp13 | 模拟算法 | 枚举模拟
#   cpp2-kp14 | 冒泡排序 | 排序入门
#   cpp2-kp15 | 选择排序 | 排序入门
#   cpp2-kp16 | 插入排序 | 排序入门
#   cpp2-kp17 | 简单递推 | 递推
#   cpp2-kp18 | 数组综合应用 | 综合应用
#   cpp2-kp19 | 字符串综合应用 | 综合应用
#   cpp2-kp20 | 函数与算法综合 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l2	10	11	单选题	如下C++代码执行后输出是12345678910115678910115678910115667891011567。横线处应该填入的运算符是()。 int num = 1; for (int i= 0; i< 35; i++){ cout << num << " "; if(num __ 10) num __ 2; else num __ 1; }	A：A.>/=+=	B：B.>=%=+=	C：C.>/==+	D：D.>=%==+	A
lele-gesp-cpp-202606-l2	11	12	单选题	如下数字图形在通过执行后续的C++代码时，输入10来输出。横线处应填入的代码是()。 1111111111 1100000001 1000000001 1000000001 1000000001 1000000001 1000000001 1000000001 1000000011 1111111111 int N; cin >> N; for (int i= 1; i < N+1; i++){ for (int j= 1; j< N+1; j++) if (______) cout << "1 "; else cout << "0 "; cout << endl; }	A：A.i==j and i==1 and j==1 and i==N and j==N	B：B.i==j or i==1 or j==1 or i==N or j==N	C：C.i==j or i==0 or j==0 or i==(N+1) or j==(N+1)	D：D.i==j and i==1 and j==1 and i==(N+1) and j==(N+1)	B
lele-gesp-cpp-202606-l2	12	13	单选题	英文corner case 通常翻译为极端案例或边角案例，通常指正常范围以外的问题或者情形。在如下C++代码中，变量都是整型，则 corner case 最应该是()。 int tnt = 0, cnt = 0; while(1){ int score; cin >> score; if (score == -1) break; tnt += score; cnt += 1; } cout << tnt / cnt;	A：A.tnt = 0, cnt = 0 是 corner case，应分为两行	B：B.while(1)是 corner case，因为 while(1)将会导致死循环	C：C.cin >> score 是 corner case，因为输入数据前应该提示整型数据	D：D.cout << tnt / cnt 是 corner case,因为如果直接输入-1，将导致执行错误，虽然这种情况较为罕见	D
lele-gesp-cpp-202606-l2	13	14	单选题	如下C++代码执行后，输入4后，输出的数字图形是()。 int n; cin >> n; for (int i = n; i> 0; i--){ for (int j= 0; j<n -i;j++) cout << "0 "; for (int k = 0; k <i; k++) cout << k+1 << " "; cout << endl; }	A：A. 1 2 4 2 1 2 3 0 3 1 2 0 0 4 1	B：B. 2 2 2 1 2 3 3 1 2 4 0 0 0	C：C. 2 3 2 2 3 4 3 3 5 00 4 5 0	D：D. 0 01 2 0012 3 0123 1234	B
lele-gesp-cpp-202606-l2	14	15	单选题	某学校举办“校园演讲比赛”，每位选手由8位评委打分（分数为0~10的整数），且每位评委必须打分。计分规则：去掉一个最高分，去掉一个最低分。如下程序通过键盘先输入选手编号，然后依次输入8个分数，并计算最终得分。下列说法正确的是()。 for (int i= 0; i < 10; i++){ int id, score; printf("输入选手编号："); scanf("%d", &id); int max_score = 0, min_score =100; int total_score =0; for (int j= 1; j< 9; j++){ printf("输入选手第%d个成绩：",j); scanf("%d", &score); if (max_score < score) max_score = score; if (min_score > score) min_score = score; total_score += score; } total_score = total_score - max_score - min_score; printf("%d号选手的成绩：去掉一个最高分%d,去掉一个最低分%d,最后成绩是：%d",id,max_score, min_score, total_score); }	A：A.上述代码能完成题目要求	B：B.max_score = 0, min_score = 100 应修改为 max_score = 0, min_score = 0	C：C.max_score < score 和 min_score > score 必须相应修改为 <=和>=	D：D.total_score = total_score - max_score - min_score 不能达到预期，可修改如下： int total = total_score - max_sc...	A
lele-gesp-cpp-202606-l2	15	16	判断题	又到期末考试周，小明发现这次许多闭卷考试不仅禁止携带手机、平板电脑，还有最近比较时髦的各类AI眼镜（也有叫智能眼镜）也同样不允许带入考场。这些AI眼镜应该也是内置了操作系统并可能支持Wi-Fi或蓝牙连接。	对	错			对
lele-gesp-cpp-202606-l2	16	17	判断题	C++代码 cout<<(not('5'%2==0) ==((not'5'% 2)==0))执行后的输出是1。	对	错			对
lele-gesp-cpp-202606-l2	17	18	判断题	执行C++语句 cout <<(int(3.5)* 2)将输出 6。	对	错			对
lele-gesp-cpp-202606-l2	18	19	判断题	下面C++代码执行后将输出1-4-7-。 for (int i= 1; i < 10; i+= 3){ if(not i%3) break; cout << i << "-"; }	对	错			对
lele-gesp-cpp-202606-l2	19	20	判断题	执行如下C++代码，将从小到大依次输出abs(N)个整数，并在最后输出1。 int N; cin >> N; int start_num = 1, end_num = N + 1, i; if (N < 0) start_num = N, end_num = 0; for (i = start_num; i< end_num; i++) cout << i << " "; cout << endl << ((i - 1) == abs(N)) << endl;	对	错			错
lele-gesp-cpp-202606-l2	20	21	判断题	如下C++代码执行后，输出值为9。 int cnt = 0, i; for (i=0;i<10;i++){ for (int j = 0; j < i; j++) cnt += 1; break; }	对	错			错
lele-gesp-cpp-202606-l2	21	22	判断题	如下C++代码执行时如输入10，输出将是100。 int cnt = 0, N; cout << "请输入正整数："; cin >> N; for (int i = 0; i < N; i++) for (int j = -i; j < i; j++) cnt += 1; cout << cnt;	对	错			错
lele-gesp-cpp-202606-l2	22	23	判断题	如下C++代码执行其输出是3。 int count = 0; int i= 0; while (i < 3){ int j= 0; while (j < 3){ if (i+j>= 3) count += 1; j+=1; } i+=1; } cout << count;	对	错			对
lele-gesp-cpp-202606-l2	23	24	判断题	如下C++代码执行时如果输入正整数，其输出将是输入的正整数。 int N; cin >> N; int i= 0, Nbase = 1; int rst = 0; rst = rst + N % 10 * Nbase; N /= 10, Nbase *= 10; i+=1; cout << rst;	对	错			对
lele-gesp-cpp-202606-l2	24	25	判断题	如下C++代码执行时如输入5，将输出代码后的字符图形。 int n; cin >> n; for (int i= 1; i<n + 1; i++){ for (int j= 1; j<n -i+ 1; j++) cout << 0; for (int k = 1; k < 2 * i; k++){ if (k <= i) cout << k; else cout << 2* i - k; } for (int j = 1; j<n -i+ 1; j++) cout << 0; cout << endl; } 000010000 12345 000121000 001232100 012343210 123454321	对	错			对
lele-gesp-cpp-202603-l2	0	1	单选题	2026年春节联欢晚会上一个武术表演节目《武BOT》。节目中多个人形机器人会表演空翻，它们落地可能会有微微踉跄，但都会迅速调整姿态站稳，并适当移动来和前后左右的其他机器人保持原来队列。如果将机器人视作一个计算机系统，那么在该计算机系统中下面哪一项不能作为输入设备()。	A：检测重心的重力传感器	B：预装的AI算法程序	C：接收动作指令的遥控器	D：拍摄其他机器人的摄像头	B
lele-gesp-cpp-202603-l2	1	2	单选题	下面代码用来找出输入的N个正整数中最大的一个。如果将代码段用流程图来表示，则L1标记的代码行应该使用的图形是()。 int N, max=0, val; cin >> N; while(N){ cin >> val; if(val > max)/ L1 max = val; N--; } cout << max;	A：圆形框	B：椭圆形框	C：平行四边形框	D：菱形框	D
lele-gesp-cpp-202603-l2	2	3	单选题	下面C++代码可以执行，有关说法正确的是()。 double PI = 3.1415926； cout <<(PI);	A：为了方便初学者， cout <<(PI)和 cout <<(pi)效果相同，即变量的大小写不敏感	B：cout<<(PI)修改为cout<<(Pi)能正常执行	C：不能用PI做变量名，因为要保存圆周率这个常量	D：将程序中全部PI都改写为Pai,将能正常执行，不会报错	D
lele-gesp-cpp-202603-l2	3	4	单选题	下面选择项中，与C++表达式！(x>5&&y<=10)等价的是()。	A：x <=5&&y>10	B：x>5||y<=10	C：x<=5|| y>10	D：!x>5&&!y<=10	C
lele-gesp-cpp-202603-l2	4	5	单选题	某同学执行C++代码cout<<((0.1+0.2)==0.3)时输出0，下面最可能的原因是()。	A：C++的 +运算符在处理小数时存在bug	B：0.1、0.2和0.3在计算机中无法用二进制浮点数精确表示，导致0.1+0.2的结果与0.3存在微小误差	C：==运算符不能用于比较浮点数，只能用于整数	D：因为0.1+0.2的数学结果不等于0.3	B
lele-gesp-cpp-202603-l2	5	6	单选题	下面的C++代码段执行后其输出是()。 int tnt = 0； for (int i=0;i<5;i++){ for (int j= 0； j<i; j++) tnt += 1； cout << tnt << "#" } cout << tnt;	A：0#1#3#6#10#10	B：1#2#3#4#5#6#7#8#9#10#10	C：10#10	D：10	A
lele-gesp-cpp-202603-l2	6	7	单选题	下面的C++代码执行之后的输出是()。 for(int i=-2;i<2;i++) if(not i%3) cout <<i<< "#";	A：0#	B：-2#-1#1#	C：-1#0#	D：-2#0#1#	A
lele-gesp-cpp-202603-l2	7	8	单选题	下面的C++代码执行后其输出是()。 int cnt = 0， i, j; for (i =1； i < 5； i++){ for (j =0； j < i; j++) cout <<j<<"#"; break; } if(i>=5) cout << (i*j);	A：0#0#1#0#1#2#0#1#2#3#12	B：0#0#1#0#1#2#0#1#2#3#	C：0#	D：1#	C
lele-gesp-cpp-202603-l2	8	9	单选题	下面C++代码执行后其输出是()。 int count = 0； for (int i= 1； i < 4； i++) for (int j = 1； j < 5； j++){ if(j == 5) continue; if(i ==2) break; count += 1； } cout<<(count);	A：2	B：4	C：6	D：8	C
lele-gesp-cpp-202603-l2	9	10	单选题	下面4个选项中，与下面C++代码段具有相同效果的是()。 i=0; while (i < 5){ i++; cout << i; i+=1; }	A：for (i = 0； i < 5； i++) cout << i;	B：for (i = 1； i < 5； i++) cout << i;	C：for (i = 0；i< 6； i++) cout << i;	D：for(i= 1； i< 6； i++) cout << i;	A
lele-gesp-cpp-202603-l2	10	11	单选题	下面C++代码执行后输出是()。 int n =10； while (n >0){ n-=1; if(n%3==0) continue; if(n ==5) break; } cout << n;	A：0	B：5	C：6	D：7	B
lele-gesp-cpp-202603-l2	11	12	单选题	下面C++代码段执行后，其输出是()。 int i, j, cnt; cnt=0; for (i=0;i< 5；i++){ i=-i; for (j= i; j< -i; j++) cnt +=1； i =-i; } cout << cnt;	A：5	B：15	C：20	D：30	C
lele-gesp-cpp-202603-l2	12	13	单选题	某学校图书馆的借阅卡号由6位整数组成。前5位是顺序编号，第6位是校验码，用于防止输错。校验码规则如下：将前5位数字相加，然后除以10的余数，就是第6位数字。如卡号123455的前5位之和为15，除以10的余数是5，故第6位为5。下面的C++代码段用于判断卡号是否正确，横线处应填入的代码是()。 cout <<"请输入卡号："; cin >> N; order_num =N /10；//获得前5位顺序号，假设录入一定为6位正整数 check_num = N % 10；// 获得最后一位 tnt=0;//保存前5位之和 for(i=0;i<5;i++){ ... order_num /= 10； } if(________) cout<<"符合校验规则" else cout <<"不符合校验规则";	A：tnt += order_num / 10 tnt / 10 == check_num	B：tnt += order_num % 10 tnt % 10 == check_num	C：tnt = order_num / 10 + tnt tnt % 10 == check_num	D：tnt = order_num % 10 tnt / 10 == check_num	B
lele-gesp-cpp-202603-l2	13	14	单选题	下面的C++代码段正常执行后其输出的数字图形是()。 for (i= 1；i< 5；i++){ for (j = 1； j < i+1; j++) cout << j; cout << endl; }	A：1 12 123 1234	B：1 22 333 4444	C：1 21 321 4321	D：4 34 234 1234	A
lele-gesp-cpp-202603-l2	14	15	单选题	某学校举办“校园演讲比赛”，每位选手由8位评委打分（分数为0~10的整数），且每位评委必须打分。计分规则：若至少有5位评委给出大于等于6分，则成绩有效，最终得分为所有8位评委的总分；如给出低于6分的评委数量超过5位，则记为0分。以下核心程序段依次输入8个分数，并计算最终得分。横线处应填入()。 total_score =0；/所有分数之和 high_count=0;//≥6分的评委数量 for (i= 0；i < 8；i++){ cout <<"请输入评委分数："; cin >> score; ... if (score >= 6) .... } if (high_count >= 5) cout << total_score; else cout << 0；	A：total_score += score high_count +=1	B：total_score += score high_count += score	C：high_count +=1 total_score += score	D：total_score *= score high_count *= 1	A
lele-gesp-cpp-202603-l2	15	16	判断题	小明的妈妈最近刚刚给他买了一块电话手表，除了可以看时间，小明也可以用它和妈妈打电话、收发信息，那么可以推测这块手表中装有一款特定操作系统。()	对	错			对
lele-gesp-cpp-202603-l2	16	17	判断题	C++语句cout<<('4'% '2'='2'*'2'%2)；执行后的输出是1。()	对	错			错
lele-gesp-cpp-202603-l2	17	18	判断题	下面的C++代码段执行时将报错，因为10是整数类型，a是布尔类型。由于类型不同，不能进行加法运算。() bool a = true; cout <<(10 + a);	对	错			错
lele-gesp-cpp-202603-l2	18	19	判断题	下面C++代码段执行后将输出0-3-6-9-。() for (int i = 0；i < 10；i++){ if(i%3) continue; cout <<i<< "-"; }	对	错			对
lele-gesp-cpp-202603-l2	19	20	判断题	执行下面的C++代码段，如果N是基本数据类型，则语句cout<<(N);将被执行0次或无数次（即死循环)。() cin >> N; while (N) cout << (N);	对	错			对
lele-gesp-cpp-202603-l2	20	21	判断题	下面的C++代码段可正常执行，删除continue不影响执行效果。() for (i = 0； i < 10； i++){ i+=1; continue; } cout <<(i);	对	错			对
lele-gesp-cpp-202603-l2	21	22	判断题	下面的C++代码段用于计算1到N之间且包含N的所有数字中含有的3的个数，如1到40含有14个3，而1到20则只含有2个3。如果将while(i !=0)改为while(abs(i),则执行结果相同。() cout <<"请输入正整数N:"; cin >> N; cnt=0;//保存3的个数 for (k = 1； k< N + 1； k++){ i= k; while (i !=0){ if(i%10 ==3) cnt += 1； i/=10; } } cout << cnt;	对	错			对
lele-gesp-cpp-202603-l2	22	23	判断题	下面的C++代码段执行将不会有输出，因为内层循环j总是0开始，i*j%10=0将会被满足，执行break，故而i小于10，不会满足if判断条件。() for (i = 1； i<10; i++) for (j = 0；j < i; j++) if(i*j%10==0) break; if(i >=10) cout << (i*j);	对	错			错
lele-gesp-cpp-202603-l2	23	24	判断题	下列C++代码执行后将输出1#4#9#16#16。() cnt = 0； for (i= 1；i< 5； i++){ for (j = 1； j< i+ 1； j++) if(i*j%10==0) break; if (j >=i+1) cout << (i* j)<< "#"; } if(i >= 5) cout << (i * j);	对	错			错
lele-gesp-cpp-202603-l2	24	25	判断题	下面C++代码执行后输出如左图所示，将"%d"修改为"%3d"即可实现右图输出。() /* 左图 123456789 24681012141618 369121518212427 4812162024283236 51015202530354045 61218243036424854 71421283542495663 81624324048566472 91827364554637281 */ /* 右图 123456789 24681012141618 369121518212427 4812162024283236 51015202530354045 61218243036424854 71421283542495663 81624324048566472 91827364554637281 */ for (i = 1； i < 10； i++){ for (j = 1； j< 10； j++) printf("%d",i*j); printf("\n"); }	对	错			对
lele-gesp-cpp-202512-l2	0	1	单选题	近日，空中客车公司表示，约6000架空客A320系列飞机需要紧急更换一种易受太阳辐射影响的飞行控制软件。空客表示，在对一起飞行事故分析后的结果显示，强烈的太阳辐射可能会损坏飞行控制系统所需的关键数据，导致判断失误，进而引发飞行异常。那这里的飞行控制系统执行判断的部件最可能是下面的()。	A：辐射传感器	B：处理器	C：内存单元	D：输出设备	B
lele-gesp-cpp-202512-l2	1	2	单选题	小明最近为了备考GESP,开始看B站上关于网络知识的视频。其中提到计算机网络系统有不同的划分标准，那他平时上学所在的教学楼内的网络是一个()。	A：PAN	B：LAN	C：MAN	D：WAN	B
lele-gesp-cpp-202512-l2	2	3	单选题	下面有关C++变量的说法，正确的是()。	A：不可以用 for 作为变量名，因为 for 是C+的关键字（保留字）。	B：_tnt不可以是变量名，因为变量名的第一个字符必须是英文字母。	C：_tnt_不可以是变量名，因为最后一个字符容易与减号混淆。	D：可以用 printf 作为变量名，因为 printf 是关键字，但这不是好习惯，因为 printf 有约定的功能与含义。	A
lele-gesp-cpp-202512-l2	3	4	单选题	一个小数是0.123123123....无限循环，其小数点后1位是1，后2位是2，依此类推，求第N位的值。横线处应填入的代码是()。 int N; cin >> N; remainder = ___ if (remainder == 0) cout << 1； else if (remainder == 1) cout << 2； else cout << 3；	A：N%3	B：(N-1)%3	C：N/3	D：(N-1)/3	B
lele-gesp-cpp-202512-l2	4	5	单选题	某同学执行C+代码时printf("%g\n",(3+3.1415926535);输出6.14159，其原因最可能是()。	A：C++中整数和浮点数相加时，整数会被转换为浮点数，而某些十进制小数无法精确表示为二进制小数，从而产生某些舍入误差。	B：C++的printf函数在输出浮点数时根据格式有默认小数点位数，因此输出了较少的位数。	C：3.1415926535是一个无限循环小数，在计算机中无法精确表示。	D：由于计算机CPU的运算错误导致。	B
lele-gesp-cpp-202512-l2	5	6	单选题	某单位工号的编码规则：编码总长5位，均为数字，前4位依次整除以3其值累加之和除以10的余数为第5位数字。如某工号为76587，前4位分别整除以3后，商分别为2、2、1、2，其累加之和为7，除以10的余数为7，故第5位为7。下面代码依次输入前4位后，两个横线处分别应填的是()。 int rst = 0， N; for (int i = 0； i < 4； i++){ cin >>N; rst += ___________； // L1 } cout << ___________； // L2	A：N%3 rst /10	B：N%3 rst % 10	C：N/3 rst / 10	D：N/3 rst % 10	D
lele-gesp-cpp-202512-l2	6	7	单选题	下面的C+代码执行后的输出是()。 for (int i= -2；i< 2； i++) if(i%2) printf("%d#",i);	A：-1#1#	B：-1#0#1#	C：-2#-1#1#	D：-2#-1#1#2#	A
lele-gesp-cpp-202512-l2	7	8	单选题	下面的C+代码执行后其输出是()。 int cnt = 0， N; for (int i =1；i<10;i +=2) for (int j =0； j < i; j++) cnt += 1； cout << cnt;	A：100	B：55	C：45	D：25	D
lele-gesp-cpp-202512-l2	8	9	单选题	下面C+代码执行后其输出是()。 int i,j; for (i= 1；i< 12； i++){ if(i%2==0) continue; for (j = 0； j < i; j++) if(i*j%2==0) break; if(j >= i) cout <<i*j<<" "; } if(i >= 12) cout << (i * j);	A：00	B：11	C：0	D：0 11	C
lele-gesp-cpp-202512-l2	9	10	单选题	与下面C+输出效果不一致的代码是()。 int i; for (i=0;i<10;i++) cout << i;	A：int i = 0； while (i < 10){ cout << i; i+=1; }	B：int i= 0； while (i < 10){ i+=1; cout << i; }	C：int i= 0； while(true){ cout << i; i+=1; break; }	D：int i= 0； while(true){ if(i >=10) break; cout << i; i+=1; }	B
lele-gesp-cpp-202512-l2	10	11	单选题	下面C++代码执行后输出是()。 int num = 0； while (num <= 5){ num += 1； if(num% 3) continue; printf("%d#",num); } if(num >5) printf("%d",num);	A：3#6#	B：3#6#6	C：1#2#3#4#5#6#	D：1#2#3#4#5#6#6	B
lele-gesp-cpp-202512-l2	11	12	单选题	下面C+代码执行后，其输出是()。 int cnt =0； for(int i= 0；i <5；i++) for (int j =i; j< 4； j++) cnt += 1； cout << cnt;	A：9	B：10	C：14	D：20	B
lele-gesp-cpp-202512-l2	12	13	单选题	漂亮数的定义是：如果N能被M整除，或者某位是M,或者N的每位数之和能被M整除，则说N是M的漂亮数。如果三个条件都满足，则是完整漂亮数。123是3的完整漂亮数，因为123能被3整除，也含有3，其每位数之和为6也能被3整除。下面的代码用于判断N是否为M的完整漂亮数并输出。相关说法正确的是()。 int N, M, Flag, Sum, num; cout <<"请输入N,不等于0的正整数：" cin >>N; cout <<"请输入M:M必须大于1小于9："； cin >> M; Sum =0；//记录各位数之和 Flag=0;//假设记录N不含有M while (N ！= 0){ num = N % 10； Sum += num; if (num == M) Flag = 1； N/=10 } if ((N % M == 0) &&(Flag == 1) &&(Sum % M==0))// L1 printf("%d 是%d 的完整漂亮数"，N,M); else printf("%d 不是%d 的完整漂亮数"，N,M);	A：代码能完成题目设定目标。	B：在while 循环中N最终将变成0，因此L1行代码中N %M将总是满足条件，可以在while前增加一行代码int old_num=N;,并将L1开始这4行代码中的N都改为old_num就可以做出正...	C：while 循环中 if 判断语句可以增加 else 子句，其内容为 Flag=0。	D：如果先后输入0和3，则肯定会输出0是3的完整漂亮数。	B
lele-gesp-cpp-202512-l2	13	14	单选题	阅读下面的C++代码。执行后如输入5，其输出的字符图形是()。 int n,i,j,k; cin >> n; for (i = 0；i < n; i++){ for (j= 0；j< n-i-1;j++) cout <<" "; for (k = 0；k< 2*i+1; k++) cout << "*"； cout << endl; }	A：***** **** *** ** *	B：* *** ***** ******* *********	C：* ** *** **** *****	D：* ** *** **** *****	B
lele-gesp-cpp-202512-l2	14	15	单选题	某学校举办“十佳歌手大奖赛”，经过选拔最终参赛选手有25人，评委10人，最终计分规则去掉一个最高分去掉一个最低分作为该参赛选手的最终得分，并输出该得分。如果单个评委可给满分为10分，则相关说法正确的是()。 float total_score, max_score, min_score, now_score; for (int i= 0；i < 25；i++){ max_score=0;//记录最高分 min_score =10；//记录最低分 total_score=0;//记录总分 for (int j= 0； j < 10； j++){ cin >>now_score;//录入评委打分 max_score = max(max_score, now_score); //L1 min_score = min(min_score, now_score); //L2 total_score += now_score; } cout <<(total_score - max_score - min_score); }	A：程序总体逻辑错误。因为要去掉最高分和最低分，需要排序，而程序没有相关代码。	B：内层循环和外层循环之间的三行代码也就是max_score=0开始的三行代码应该移动到外层循环外。	C：L1和L2标记的两行代码可以分别改为简单的if语句或？：语句。	D：total_score += now_score 不可以更改为 total_score = total_score + now_score 。	C
lele-gesp-cpp-202512-l2	15	16	判断题	鸿蒙是华为公司开发的一款操作系统，那么它能够将正确的源程序翻译成目标程序，并运行。()	对	错			错
lele-gesp-cpp-202512-l2	16	17	判断题	C++表达式 5<10 & 20 对应的逻辑值为 true。( )	对	错			对
lele-gesp-cpp-202512-l2	17	18	判断题	C+表达式10/0.333333 =10/(1/3)的值为 true。()	对	错			错
lele-gesp-cpp-202512-l2	18	19	判断题	下面C+代码中N是整数，执行时无论输入负整数、0或正整数，其输出都将是θ。() cin >> N; while (N) N /=10； cout << N;	对	错			对
lele-gesp-cpp-202512-l2	19	20	判断题	下面的C+代码执行后，其输出是40。() int a,b; a=4; b=a==5; cout << << ' ' << b;	对	错			对
