# GESP C++ L4 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp4-kp01 | 文件操作(fstream 读写) | 基础语法与STL
#   cpp4-kp02 | string 字符串处理 | 基础语法与STL
#   cpp4-kp03 | vector 动态数组 | 基础语法与STL
#   cpp4-kp04 | 结构体 struct | 基础语法与STL
#   cpp4-kp05 | 函数与递归 | 基础语法与STL
#   cpp4-kp06 | 指针基础 | 基础语法与STL
#   cpp4-kp07 | 二维数组 | 数据结构入门
#   cpp4-kp08 | 枚举算法 | 算法基础
#   cpp4-kp09 | 模拟算法 | 算法基础
#   cpp4-kp10 | 递推 | 算法基础
#   cpp4-kp11 | 冒泡排序 | 算法基础
#   cpp4-kp12 | 选择排序 | 算法基础
#   cpp4-kp13 | 插入排序 | 算法基础
#   cpp4-kp14 | 顺序查找 | 算法基础
#   cpp4-kp15 | 二分查找 | 算法基础
#   cpp4-kp16 | 栈 stack | 数据结构入门
#   cpp4-kp17 | 队列 queue | 数据结构入门
#   cpp4-kp18 | 进制与位运算进阶 | 基础语法与STL
#   cpp4-kp19 | 排序综合应用 | 综合应用
#   cpp4-kp20 | 分治入门 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-838	16	2	判断题	执行下面C++代码将输出 11 。	A：对	B：错			B
lele-838	17	3	判断题	以下C++代码合法	A：对	B：错			A
lele-838	18	4	判断题	执行下面C++代码将输出 10	A：对	B：错			A
lele-838	23	9	判断题	以下代码只能捕获 int 类型异常。	A：对	B：错			B
lele-gesp-cpp-202509-l4	0	1	单选题	运行下面程序后变量a的值是()。 ```cpp int a = 42; int* p = &a; *p = *p + 1; ```	A：42	B：43	C：编译错误	D：不确定	B
lele-gesp-cpp-202509-l4	1	2	单选题	以下关于数组的描述中，()是错误的。	A：数组名是一个指针常量	B：随机访问数组的元素方便快捷	C：数组可以像指针一样进行自增操作	D：sizeof(arr)返回的是整个数组 arr占用的字节数	C
lele-gesp-cpp-202509-l4	2	3	单选题	给定如下定义的数组arr,则*(*(arr+1)+2)的值是()。 ```cpp int arr[2][3] = {{1,2,3},{4,5,6}}; ```	A：2	B：5	C：4	D：6	D
lele-gesp-cpp-202509-l4	3	4	单选题	下面这段代码会输出()。 ```cpp int add(int a, int b=1); int main(){ cout << add(2) << "" << add(2,3); return 0; } int add(int a, int b){ return a + b; } ```	A：35	B：编译失败：定义处少了默认参数	C：运行错误	D：链接失败：未定义引用	A
lele-gesp-cpp-202509-l4	4	5	单选题	下面这段代码会输出()。 ```cpp int x = 5; void foo() { int x = 10; cout << x << ""; } void bar() { cout << x << ""; } int main() { foo(); bar(); } ```	A：55	B：1010	C：510	D：105	D
lele-gesp-cpp-202509-l4	5	6	单选题	下面程序运行的结果是()。 ```cpp void increaseA(int x) { x++; } void increaseB(int* p) { (*p)++; } int main() { int a = 5; increaseA(a); cout << a << ""; increaseB(&a); cout << a; } ```	A：67	B：66			C
lele-gesp-cpp-202509-l4	6	7	单选题	关于结构体初始化，以下哪个选项中正确的是()。 ```cpp struct Point {int x,y;}; ```	A：Point p = (1,2);	B：Point p = {1,2};	C：Point p = new {1,2};	D：Point p = <1,2>;	B
lele-gesp-cpp-202509-l4	7	8	单选题	运行如下代码会输出()。 ```cpp struct Cat { string name; int age; }; void birthday(Cat& c){ c.age++; } int main() { Cat kitty{"Mimi", 2}; birthday(kitty); cout << kitty.name << "" << kitty.age; } ```	A：Mimi 2	B：Mimi 3	C：kitty 3	D：kitty 2	B
lele-gesp-cpp-202509-l4	8	9	单选题	关于排序算法的稳定性，以下说法错误的是()。	A：稳定的排序算法不改变相等元素的相对位置	B：冒泡排序是稳定的排序算法	C：选择排序是稳定的排序算法	D：插入排序是稳定的排序算法	C
lele-gesp-cpp-202509-l4	9	10	单选题	下面代码试图实现选择排序，使其能对数组nums排序为升序，则横线上应分别填写()。 ```cpp void selectionSort(vector<int>& nums){ int n = nums.size(); for (int i = 0; i < n - 1; ++i) { int minIndex = i; for (int j = i + 1; j < n; ++j){ if ( ){ minIndex = j; } } ; } } ```	A：nums[j] < nums[minIndex] swap(nums[i], nums[minIndex])	B：nums[j] > nums[minIndex] swap(nums[i], nums[minIndex])	C：nums[j] <= nums[minIndex] swap(nums[j], nums[minIndex])	D：nums[j] <= nums[minIndex] swap(nums[i], nums[j])	A
lele-gesp-cpp-202509-l4	10	11	单选题	下面程序实现插入排序（升序排序），则横线上应分别填写()。 ```cpp void insertionSort(int arr[], int n) { for (int i = 1; i < n; i++){ int key = arr[i]; int j = i - 1; while(j >= 0 && ){ arr[j + 1] = arr[j]; j--; } ; } } ```	A：arr[j] > key arr[j + 1] = key	B：arr[j] < key arr[j + 1] = key	C：arr[j] > key arr[j] = key	D：arr[j] < key arr[j] = key	A
lele-gesp-cpp-202509-l4	11	12	单选题	关于插入排序的时间复杂度，下列说法正确的是()。	A：最好情况和最坏情况的时间复杂度都是O(n2)	B：最好情况是O(n),最坏情况是O(n2)	C：最好情况是O(n),最坏情况是O(2^n)	D：最好情况是O(n2),最坏情况是O(2n)	B
lele-gesp-cpp-202509-l4	12	13	单选题	小杨正在爬楼梯，需要n阶才能到达楼顶，每次可以爬1阶或2阶，求小杨有多少种不同的方法可以爬到楼顶，横线上应填写()。 ```cpp int climbStairs(int n) { if (n <= 2) return n; int prev2 = 1; int prev1 = 2; int current = 0; for (int i = 3; i <= n; ++i){ //在此处填入代码 } return current; } ```	A：prev2 = prev1; prev1 = current; current = prev1 + prev2;	B：current = prev1 + prev2; prev2 = prev1; prev1 = current;	C：current = prev1 + prev2; prev1 = current; prev2 = prev1;	D：prev1 = current; prev2 = prev1; current = prev1 + prev2;	B
lele-gesp-cpp-202509-l4	13	14	单选题	假设有一个班级的成绩单，存储在一个长度为n的数组scores中，每个元素是一个学生的分数。老师想要找出所有满足scores[i] + scores[j] + scores[k] == 300的三元组，其中i<j<k。下面代码实现该功能，请问其时间复杂度是()。 ```cpp int cnt = 0; for (int i = 0; i < n; i++){ for (int j = i + 1; j < n; j++) { for (int k = j + 1; k < n; k++){ if (scores[i] + scores[j] + scores[k] == 300){ cnt++; } } } } ```	A：O(n)	B：O(n2)	C：O(n3)	D：O(2n)	C
lele-gesp-cpp-202509-l4	14	15	单选题	关于异常处理，以下说法错误的是()。	A：try 块中的代码可能会抛出异常	B：catch块可以有多个，处理不同类型的异常	C：throw语句用于抛出异常	D：所有异常都必须被捕获，否则程序会崩溃	D
lele-gesp-cpp-202509-l4	15	16	判断题	以下代码能正确初始化指针。 ```cpp int a = 5; int *p = a; ```	对	错			错
lele-gesp-cpp-202509-l4	16	17	判断题	执行下面C++代码将输出11。 ```cpp int x = 10; void f() { int x = x + 1; cout << x << endl; } int main() { f(); } ```	对	错			错
lele-gesp-cpp-202509-l4	17	18	判断题	以下C++代码合法。 ```cpp struct Student { string name; int age; float score; }; Student* students = new Student[20]; ```	对	错			对
lele-gesp-cpp-202509-l4	18	19	判断题	执行下面C++代码将输出10。 ```cpp void func(int* p){ *p = 10; } int main() { int a; func(&a); cout << a << endl; return 0; } ```	对	错			对
lele-gesp-cpp-202509-l4	19	20	判断题	下面代码将二维数组arr传递给函数f，函数内部用arr[i][j]访问元素，函数参数声明为int arr[][4]是错误的。 ```cpp void f(int arr[][4], int rows){ // 访问 arr[i][j] } int main() { int arr[3][4] = { /* 初始化 */ }; f(arr,3); } ```	对	错			错
lele-gesp-cpp-202509-l4	20	21	判断题	递推是在给定初始条件下，已知前一项（或前几项）求后一项的过程。	对	错			对
lele-gesp-cpp-202509-l4	21	22	判断题	虽然插入排序的时间复杂度为O(n2)，但由于单元操作相对较少，因此在小数据量的排序任务中非常受欢迎。	对	错			对
lele-gesp-cpp-202509-l4	22	23	判断题	对整数数组{4,1,3,1,5,2}进行冒泡排序（将最大元素放到最后），执行一轮之后是{4,1,3,1,2,5}。	对	错			错
lele-gesp-cpp-202509-l4	23	24	判断题	以下代码只能捕获int类型异常。 ```cpp int main() { try { throw 42; }catch(...){ cout << "Caught" << endl; } return 0; } ```	对	错			错
lele-gesp-cpp-202509-l4	24	25	判断题	以下代码将Hello写入文件data.txt。 ```cpp ofstream file("data.txt"); cout << "Hello" << endl; file.close(); ```	对	错			错
lele-786	6	7	单选题	运行如下代码会输出（ ）。int value = 100;void print1() {int value = 50;cout << value << " ";cout << ::value << " ";}void print2() {cout << value << " ";}print1();print2();	A：100 100 100	B：50 50 50	C：50 100 100	D：50 50 100	C
lele-786	13	14	单选题	在C++中，异常处理机制（try-catch块）的主要目的是( )。	A：提高程序的运行速度。	B：在程序发生运行时错误时，提供一种结构化的错误处理方式。	C：确保程序在编译时没有错误。	D：减少程序的内存占用。	B
lele-786	23	9	判断题	如果一个异常在 try 块中抛出但没有任何 catch 匹配，它将在编译时报错。	A：对	B：错			B
lele-681	1	2	单选题	执行下述代码将输出（ ）。	A：2020	B：2010	C：1010	D：编译错误	B
lele-681	2	3	单选题	执行下述代码后，变量 a 的值为（ ）	A：10	B：20	C：随机值	D：编译错误	B
lele-681	4	5	单选题	执行下述代码，将输出（ ）。	A：12	B：21	C：22	D：11	D
lele-681	10	11	单选题	给定如下算法，其时间复杂度为（ ）。	A：	B：	C：	D：	B
lele-681	13	14	单选题	运行下面的代码，将出现（ ）。	A：屏幕上输出 Caught: Runtime error occurred.	B：屏幕上输出 Caught an unknown exception.	C：程序调用 std::terminate()	D：编译错误	A
lele-681	24	10	判断题	未捕获异常会调用std::terminate终止程序。	A：对	B：错			A
lele-601	2	3	单选题	给定以下代码，执行上述代码后，变量 a 的值为（ ）。	A：5	B：10	C：15	D：20	B
lele-601	3	4	单选题	运行下面代码，屏幕上输出是（ ）。	A：0.2	B：0.5	C：1.2	D：1.5	B
lele-601	11	12	单选题	给定如下代码，其时间复杂度为（ ）。	A：	B：	C：	D：	B
lele-601	14	15	单选题	运行下面的代码，将出现什么情况？（ ）	A：屏幕上输出 Caught: Runtime error occurred	B：屏幕上输出 Caught an unknown exception	C：程序调用 std::terminate()	D：编译错误	A
lele-601	24	10	判断题	在 C++语言中，如果一个函数可能抛出异常，那么一定要在try 子句里调用这个函数。	A：对	B：错			B
lele-583	0	1	单选题	下列代码中，输出结果是（ ）	A：12 24 24 12	B：24 12 12 24	C：12 12 24 24	D：24 24 12 12	B
lele-583	2	3	单选题	下面程序输出的是（）	A：2 2 3 9	B：2 10 3 9	C：2 10 11 121	D：2 10 3 100	B
lele-583	12	13	单选题	下面的程序中，如果输入 10 0 ，会输出（ ）。	A：Division by zero condition!	B：0	C：10	D：100	A
lele-583	16	2	判断题	以下代码不能够正确执行。	A：对	B：错			A
lele-583	18	4	判断题	下面程序两个输出结果是一样的。	A：对	B：错			A
lele-583	21	7	判断题	下面代码输出的值等于0	A：对	B：错			A
lele-497	6	7	单选题	下面C++代码执行以后输出的是（ ）。int rc=5; int main() { int rc; cout << ++rc << endl; cout << endl; return 0; }	A：0	B：1	C：6	D：不确定	D
lele-497	12	13	单选题	C++语言中下面哪个关键字能够限定对象的作用域（ ）。	A：extern	B：static	C：inline	D：public	B
lele-497	13	14	单选题	小杨的父母最近刚刚给他买了一块华为手表，他说手表上跑的是鸿蒙，这个鸿蒙是（ ）。	A：小程序	B：计时器	C：操作系统	D：神话人物	C
lele-497	14	15	单选题	中国计算机学会（CCF）在2024年1月27日的颁奖典礼上颁布了王选奖，王选先生的重大贡献是（ ）。	A：制造自动驾驶汽车	B：创立培训学校	C：发明汉字激光照排系统	D：成立方正公司	C
lele-497	18	4	判断题	两个函数之间可以使用全局变量来传递数据。 ( )	A：正确	B：错误			A
lele-497	21	7	判断题	在C++语言中 try 子句里抛出的结构体等类型的异常无法被 catch 捕获。（ ）	A：正确	B：错误			B
lele-497	23	9	判断题	小杨今年春节回奶奶家了，奶奶家的数字电视要设置ip地址并接入到WIFI盒子才能收看节目，那这个WIFI盒子具有路由器的功能。（ ）	A：正确	B：错误			A
lele-497	24	10	判断题	任何一个 for 循环都可以转化为等价的 while 循环（ ）。	A：正确	B：错误			A
lele-417	1	2	单选题	下面C++代码执行后，输出的是( )。	A：chen	B：c	C：chen a dai	D：dai	B
lele-417	2	3	单选题	下面C++代码最后执行后输出是( )。	A：1	B：2	C：3	D：4	D
lele-417	3	4	单选题	下面C++代码执行后的结果是( )。	A：	B：	C：	D：	C
