# GESP C++ L1 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp1-kp01 | 计算机基础知识 | 计算机基础
#   cpp1-kp02 | 程序与流程图 | 计算机基础
#   cpp1-kp03 | 变量与数据类型 | 基础语法
#   cpp1-kp04 | 常量与标识符命名 | 基础语法
#   cpp1-kp05 | 标准输入输出 | 基础语法
#   cpp1-kp06 | 算术与赋值运算 | 运算与表达式
#   cpp1-kp07 | 关系与逻辑运算 | 运算与表达式
#   cpp1-kp08 | 顺序结构 | 顺序结构
#   cpp1-kp09 | if 分支结构 | 分支结构
#   cpp1-kp10 | switch 分支结构 | 分支结构
#   cpp1-kp11 | for 循环 | 循环结构
#   cpp1-kp12 | while 循环 | 循环结构
#   cpp1-kp13 | 循环控制 | 循环结构
#   cpp1-kp14 | 嵌套循环 | 循环结构
#   cpp1-kp15 | 一维数组入门 | 数组与字符串
#   cpp1-kp16 | string 字符串基础 | 数组与字符串
#   cpp1-kp17 | 进制初步 | 进制与运算
#   cpp1-kp18 | 简单数学应用 | 进制与运算
#   cpp1-kp19 | 综合：顺序与分支 | 综合应用
#   cpp1-kp20 | 综合：循环与数组 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-678	6	7	单选题	有关下列C++代码的说法，错误的是( )。	A：配对双引号内的汉字改为英文 Hello ,C++代码能正确执行	B：配对双引号内的汉字改为 Hello代码！ ,C++代码能正确执行	C：代码中的每个双引号，都可以改为两个单引号	D：代码中的每个双引号，都可以改为三个双引号	C
lele-678	7	8	单选题	C++表达式 16 / 4 % 2 的值是( )	A：8	B：4	C：2	D：0	D
lele-678	8	9	单选题	N是C++的正整数，值为12，则 cout << (N % 3 + N / 5) 的输出是( )。	A：6.4	B：2.4	C：6	D：2	D
lele-678	9	10	单选题	下面C++代码执行后的输出是( )。	A：10*10={10*10}	B：100=10	C：N*N=100	D：{N}*{N}={10*10}	D
lele-678	10	11	单选题	执行下面的C++代码，在键盘上先后输入100和200，输出是（ ）。	A：200	B：100	C：1	D：0	D
lele-678	11	12	单选题	下面C++代码执行后，将输出能被2整除且除以7余数为2的数。下列选项不能实现的是（ ）。	A：((i % 2 == 0) && (i % 7 == 2))	B：((!(i % 2)) && (i % 7 == 2))	C：((!(i % 2)) && (!(i % 7)))	D：((i % 2 != 1) && (i % 7 == 2))	C
lele-678	12	13	单选题	下面C++代码执行后输出是（ ）。	A：-1000	B：0	C：999	D：1000	A
lele-678	13	14	单选题	下面C++代码执行后输出的是（ ）。	A：101	B：100	C：99	D：96	A
lele-678	14	15	单选题	下面C++代码执行后输出的是（ ）。	A：500	B：450	C：10	D：1	C
lele-678	15	1	判断题	C++、Python都是高级编程语言，它们的每条语句最终都要通过机器指令来完成。（ ）	A：对	B：错			A
lele-678	16	2	判断题	在C++中表达式 N * 2 % N 中如果 N 的值为正整数，则其值为2。( )	A：对	B：错			B
lele-678	17	3	判断题	执行如下C++代码如果在键盘上输入10，执行后将输出20。 ( )	A：对	B：错			B
lele-678	18	4	判断题	删除下面C++代码中的continue不影响程序的执行效果。（ ）	A：对	B：错			A
lele-678	19	5	判断题	下面C++代码执行时将报错，因为所在位置应该是变量名，而不可以做变量名。（ ）	A：对	B：错			B
lele-678	20	6	判断题	下面C++代码被执行后，将先后输出3和5。（ ）	A：对	B：错			B
lele-678	21	7	判断题	下面的C++代码执行后将先后输出7个 true 。（ ）	A：对	B：错			B
lele-678	22	8	判断题	在C++代码中， user_Name 、 _userName 、 user-Name 、 userName_ 都是合法的变量名。（ ）	A：对	B：错			B
lele-678	23	9	判断题	C++语言中 continue 语句可以来提前结束循环。（ ）	A：对	B：错			B
lele-678	24	10	判断题	C++中定义整型变量N，执行语句 scanf("%d", &N); cout << N / 3 * 5; 时输入 3.6 ，则输出是6。( )	A：对	B：错			B
lele-598	0	1	单选题	2024年10⽉8⽇ ，诺贝尔物理学奖“意外地”颁给了两位计算机科学家约翰·霍普菲尔德（John J. Hopfield）和杰弗⾥·⾟顿（Geoffrey E. Hinton） 。这两位科学家的主要研究⽅向是（ ）。	A：天体物理	B：流体力学	C：人工智能	D：量子理论	C
lele-598	1	2	单选题	下列软件中是操作系统的是（ ）。	A：⾼德地图	B：腾讯会议	C：纯⾎鸿蒙	D：⾦⼭永中	C
lele-598	2	3	单选题	有关下列C++代码的说法 ，正确的是( )。	A：配对双引号内 ，不可以有汉字	B：配对双引号可以相应改变为英⽂单引号⽽输出效果不变	C：配对双引号可以相应改变为三个连续英⽂单引号⽽输出效果不变	D：配对双引号可以相应改变为三个连续英⽂双引号⽽输出效果不变	D
lele-598	3	4	单选题	C++表达式 12 - 3 * 2 && 2 的值是( )。	A：0	B：1	C：6	D：9	B
lele-598	4	5	单选题	在C++中 ，假设N为正整数2 ，则 cout << (N / 3 + N % 3) 将输出( )。	A：0	B：2	C：3	D：4	B
lele-598	5	6	单选题	C++语句 cout << 7%3 << ' '<< "7%3"<< ' ' << "7%3={7%3}" 执⾏后的输出是( )。	A：1 1 1=1	B：1 7%3 1=1	C：1 7%3 7%3= 1	D：1 7%3 7%3={7%3}	D
lele-598	6	7	单选题	下⾯C++代码执⾏后 ，求出⼏天后星期⼏ 。如果星期⽇则输出“星期天”否则输出形如“星期1” 。横线上应填⼊的代码是（ ）。	A：N % 7 != 0	B：N % 7 == 0	C：N == 0	D：N % 7	B
lele-598	7	8	单选题	下⾯C++代码执⾏后输出是（ ）。	A：54	B：20	C：19	D：18	C
lele-598	8	9	单选题	下⾯C++代码执⾏后输出的是（ ）。	A：4950	B：5050	C：450	D：100	C
lele-598	9	10	单选题	下⾯C++代码执⾏后输出的是（ ）。	A：10	B：9	C：6	D：5	C
lele-598	10	11	单选题	下⾯的程序⽤于判断输⼊的整数N是否为能被3整除的偶数 ，横线处应填写代码是（ ）。	A：(N%2)&&(N%3)	B：(N%2==0)&&(N%3)	C：(N%2)&&(N%3==0)	D：(N%2==0)&&(N%3==0)	D
lele-598	11	12	单选题	下⾯C++代码执⾏后的输出是（ ）。	A：54	B：45	C：25	D：10	C
lele-598	12	13	单选题	int类型变量a的值是⼀个正⽅形的边长 ，如下图中的正⽅形的四条边长都为4 ，则下列哪个语句执⾏后能够使得正⽅形的周长（四条边长的和）增加4？（ ）。	A：a*4;	B：a+4;	C：a+1;	D：++a;	D
lele-598	13	14	单选题	C++表达式 (6 > 2) * 2 的值是( )。	A：1	B：2	C：true	D：truetrue	B
lele-598	14	15	单选题	下⾯C++代码⽤于判断输⼊的整数是否为位增数，即从⾸位到个位逐渐增⼤ ，是则输出1。如123是⼀个位增数 。下⾯横线处应填⼊的是（ ）。	A：n2 = N%10	B：N /= 10	C：n2 = N/10, N %= 10	D：n2 = N%10, N /= 10	D
lele-598	15	1	判断题	在Windows的资源管理器中为已有⽂件A建⽴副本的操作是 Ctrl+C ，然后 Ctrl+V 。( )	A：对	B：错			A
lele-598	16	2	判断题	在C++中 ，表达式 8/3 和 8%3 的值相同。( )	A：对	B：错			A
lele-598	17	3	判断题	X是C++语⾔的基本类型变量 ，则语句 cin>>X, cout <<X 能接收键盘输⼊并原样输出。 ( )	A：对	B：错			B
lele-598	18	4	判断题	下⾯C++代码执⾏后将输出10。 ( )	A：对	B：错			B
lele-598	19	5	判断题	下⾯C++代码执⾏后将输出100 。 ( )	A：对	B：错			B
lele-598	20	6	判断题	下⾯C++代码被执⾏时 ，将执⾏三次输出（即标记⾏L2将被执⾏⼀次） 。 ( )	A：对	B：错			B
lele-598	21	7	判断题	C++语句 cout << (3,2) 执⾏后 ，将输出3和2 ，且3和2之间有逗号间隔。 ( )	A：对	B：错			B
lele-598	22	8	判断题	在C++代码中， studentName 、 student_name 以及 sStudentName 都是合法的变量名称。 ( )	A：对	B：错			A
lele-598	23	9	判断题	在C++中 ，对浮点变量 float f ，则语句 cin >> f; cout << (f<1); 在输⼊是 2e-1 时 ，输出是0。 ()	A：对	B：错			B
lele-598	24	10	判断题	在C++的循环体内部 ，如果 break 和 continue 语句连续在⼀起 ，那么作⽤抵消 ，可以顺利执⾏下⼀次循环。 ( )	A：对	B：错			B
lele-580	0	1	单选题	在C++中，下列不可做变量的是( )。	A：five-Star	B：five_star	C：fiveStar	D：_fiveStar	A
lele-580	1	2	单选题	C++表达式 3 - 3 * 3 / 5 的值是( )。	A：-1.2	B：1	C：0	D：2	D
lele-580	2	3	单选题	在C++中，假设N为正整数，则表达式 cout << (N % 3 + N % 7) 可能输出的最大值是( )。	A：6	B：8	C：9	D：10	B
lele-580	3	4	单选题	C++语句 printf("5%%2={%d}\n",5 % 2) 执行后的输出是( )。	A：1={1}	B：5%2={5%2}	C：5%2={1}	D：5 ={1}	C
lele-580	4	5	单选题	对整型变量i，执行C++语句 cin >> i, cout << i 时如果输入 5+2 ，下述说法正确的是（ ）。	A：将输出整数7	B：将输出 5	C：语句执行将报错，输入表达式不能作为输出的参数	D：语句能执行，但输出内容不确定	B
lele-580	5	6	单选题	下面C++代码执行后的输出是（ ）。	A：102={102}	B：a+1={a+1}	C：a+1={102}	D：a先被赋值为浮点数，后被赋值为整数，执行将报错	C
lele-580	6	7	单选题	表达式 9/4 - 6 % (6 - 2) * 10 的值是( )。	A：-17.75	B：-18	C：-14	D：-12.75	B
lele-580	7	8	单选题	下面C++代码执行时输入10后，正确的输出是（ ）。	A：第5行代码1	B：第6行代码1	C：第5行代码 1	D：第6行代码 1	C
lele-580	8	9	单选题	下面C++代码执行后输出是（ ）。	A：9 45	B：10 55	C：10 45	D：11 55	C
lele-580	9	10	单选题	下面C++代码用于判断N是否为质数（只能被1和它本身整除的正整数）。程序执行后，下面有关描述正确的是（ ）。	A：如果输入负整数，可能输出“是质数”	B：如果输入2，将输出“不是质数”，因为此时循环不起作用	C：如果输入2，将输出“是质数”，即便此时循环体没有被执行	D：如果将 if (N >= 2) 改为 if (N > 2) 将能正确判断N是否质数	C
