# GESP C++ L8 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp8-kp01 | 主席树(可持久化线段树) | 高级数据结构
#   cpp8-kp02 | 分块 | 高级数据结构
#   cpp8-kp03 | 莫队算法 | 高级数据结构
#   cpp8-kp04 | 最大流(Dinic/Edmonds-Karp) | 图论与网络流
#   cpp8-kp05 | 最小费用最大流 | 图论与网络流
#   cpp8-kp06 | 二分图匹配(匈牙利/KM) | 图论与网络流
#   cpp8-kp07 | 图的连通性与割点桥(Tarjan) | 图论与网络流
#   cpp8-kp08 | 强连通分量与缩点(Tarjan) | 图论与网络流
#   cpp8-kp09 | 2-SAT | 图论与网络流
#   cpp8-kp10 | 单调队列优化 DP | 动态规划
#   cpp8-kp11 | 斜率优化 DP | 动态规划
#   cpp8-kp12 | 数位 DP | 动态规划
#   cpp8-kp13 | 树形 DP | 动态规划
#   cpp8-kp14 | 状态压缩 DP | 动态规划
#   cpp8-kp15 | 逆元与同余(扩欧/费马) | 数学与数论
#   cpp8-kp16 | 中国剩余定理(CRT) | 数学与数论
#   cpp8-kp17 | 欧拉函数与欧拉定理 | 数学与数论
#   cpp8-kp18 | 容斥原理与组合计数 | 数学与数论
#   cpp8-kp19 | Lucas 定理与组合数取模 | 数学与数论
#   cpp8-kp20 | 向量叉积与基本几何 | 计算几何
#   cpp8-kp21 | 凸包(Graham/Andrew) | 计算几何
#   cpp8-kp22 | 后缀数组/后缀自动机 | 字符串与高级算法
#   cpp8-kp23 | AC 自动机 | 字符串与高级算法
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-421	14	15	单选题	下面的程序中，二维数组 h 和 v 分别代表如下图所示的网格中的水平边的时间消耗和垂直边的时间消耗。程序使用动态规划计算从左下角到右上角的最小时间消耗，则横线处应该填写下列哪个选项的代码？（ ）。	A：dis[i][j] = min(dis[i - 1][j] + v[i - 1][j], dis[i][j - 1] + h[i][j - 1]);	B：dis[i][j] = min(dis[i - 1][j] + h[i - 1][j], dis[i][j - 1] + v[i][j - 1]);	C：dis[i + 1][j + 1] = min(dis[i][j + 1] + v[i][j + 1], dis[i + 1][j] + h[i + 1][j]);	D：dis[i + 1][j + 1] = min(dis[i][j + 1] + h[i][j + 1], dis[i + 1][j] + v[i + 1][j]);	C
lele-421	15	1	判断题	C++语言非常强大，可以用来求解方程的解。例如，如果变量 x 为 double 类型的变量，则执行语句 x * 2- 4 = 0; 后，变量 x 的值会变为 2.0 。	A：正确	B：错误			B
lele-421	16	2	判断题	一个袋子中有3个完全相同的红色小球、2个完全相同的蓝色小球。每次从中取出1个，且不放回袋子，这样进行3次后，将取出的小球依次排列，则可能的颜色顺序有7种。	A：正确	B：错误			A
lele-421	17	3	判断题	杨辉三角，是二项式系数的一种三角形排列，在中国南宋数学家杨辉1261年所著的《详解九章算法》一书中出现，是中国数学史上的一项伟大成就。	A：正确	B：错误			A
lele-421	18	4	判断题	N个顶点的有向完全图（不带自环）有N×(N-1)/2条边。	A：正确	B：错误			B
lele-421	19	5	判断题	如果待查找的元素确定，只要哈希表的大小不小于查找元素的个数，就一定存在不会产生冲突的哈希函数。	A：正确	B：错误			A
lele-421	20	6	判断题	动态规划算法的时间复杂度一般为：必要状态的数量，乘以计算一次状态转移方程的时间复杂度。	A：正确	B：错误			A
lele-421	21	7	判断题	已知 int 类型的变量 a 、 b 和 h 中分别存储着一个梯形的顶边长、底边长和高，则这个梯形的面积可以通过表达式 (a + b) * h / 2 求得。	A：正确	B：错误			B
lele-421	22	8	判断题	判断图是否连通只能用广度优先搜索算法实现。	A：正确	B：错误			B
lele-421	23	9	判断题	在 个元素的二叉排序树中查找一个元素，最好情况的时间复杂度是O(logN)。	A：正确	B：错误			B
lele-421	24	10	判断题	给定 double 类型的变量 x ，且其值大于等于 ，我们可以通过二分法求出\({ \sqrt{x} }\)的近似值。	A：正确	B：错误			A
