# GESP C++ L5 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp5-kp01 | 链表(单/双向) | 数据结构
#   cpp5-kp02 | 树与二叉树基础 | 数据结构
#   cpp5-kp03 | 二叉树遍历 | 数据结构
#   cpp5-kp04 | 堆/优先队列 | 数据结构
#   cpp5-kp05 | 图基本概念 | 图论
#   cpp5-kp06 | DFS 深度优先搜索 | 图论
#   cpp5-kp07 | BFS 广度优先搜索 | 图论
#   cpp5-kp08 | 动态规划(线性) | 算法
#   cpp5-kp09 | 动态规划(背包) | 算法
#   cpp5-kp10 | 贪心算法 | 算法
#   cpp5-kp11 | 高精度运算 | 算法
#   cpp5-kp12 | 分治 | 算法
#   cpp5-kp13 | 散列表(hash/map) | 数据结构
#   cpp5-kp14 | set/multiset | 数据结构
#   cpp5-kp15 | 递归进阶 | 算法
#   cpp5-kp16 | 表达式求值(栈应用) | 数据结构
#   cpp5-kp17 | 并查集 | 数据结构
#   cpp5-kp18 | 拓扑排序 | 图论
#   cpp5-kp19 | 最短路(Dijkstra/Floyd) | 图论
#   cpp5-kp20 | 字符串进阶(KMP) | 算法
#   cpp5-kp21 | 复杂度分析 | 综合应用
#   cpp5-kp22 | 综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-787	6	7	单选题	下面的代码用于判断整数 是否是质数，错误的说法是（ ）。	A：埃氏筛算法相对于上面的代码效率更高	B：线性筛算法相对于上面的代码效率更高	C：上面的代码有很多重复计算，因为不是判断单个数是否为质数，故而导致筛选出连续数中质数的效率不高	D：相对而言，埃氏筛算法比上面代码以及线性筛算法效率都高	D
lele-787	7	8	单选题	唯一分解定理描述了关于正整数的什么性质？	A：任何正整数都可以表示为两个素数的和。	B：任何大于1的合数都可以唯一分解为有限个质数的乘积。	C：两个正整数的最大公约数总是等于它们的最小公倍数除以它们的乘积。	D：所有素数都是奇数。	B
lele-787	15	1	判断题	下面C++代码是用欧几里得算法（辗转相除法）求两个正整数的最大公约数， a 大于 b 还是小于 b 都适用。	A：对	B：错			A
lele-787	16	2	判断题	假设函数 gcd() 函数能正确求两个正整数的最大公约数，则下面的 lcm() 函数能求相应两数的最小公倍数。	A：对	B：错			A
lele-787	17	3	判断题	下面的C++代码用于输出每个数对应的质因数列表，输出形如： {5: [5], 6: [2, 3], 7: [7], 8: [2, 2, 2]} 。	A：对	B：错			B
lele-787	24	10	判断题	如下为线性筛法，用于高效生成素数表，其核心思想是每个合数只被它的最小质因数筛掉一次，时间复杂度为	A：对	B：错			A
lele-682	3	4	单选题	用以下辗转相除法（欧几里得算法）求gcd(84, 60)的步骤中，第二步计算的数是（ ）。	A：84和60	B：60和24	C：24和12	D：12和0	B
lele-682	4	5	单选题	根据唯一分解定理，下面整数的唯一分解是正确的（ ）。	A：18 = 3 × 6	B：28 = 4 × 7	C：36 = 2 × 3 × 6	D：30 = 2 × 3 × 5	D
lele-682	5	6	单选题	下述代码实现素数表的线性筛法，筛选出所有小于等于 的素数，横线上应填的最佳代码是( )。	A：j < primes.size()	B：i * primes[j] <= n	C：j < primes.size() && i * primes[j] <= n	D：j <= n	C
lele-682	17	3	判断题	线性筛相对于埃拉托斯特尼筛法，每个合数只会被它的最小质因数筛去一次，因此效率更高	A：对	B：错			A
lele-602	4	5	单选题	两块长方形土地的长宽分别为 和 米，要将它们分成正方形的小块，使得正方形的尺寸尽可能大。小杨采用如下的辗转相除函数 gcd(24, 36) 来求正方形分块的边长，则函数 gcd 调用顺序为（ ）。	A：gcd(24, 36)、gcd(24, 12)、gcd(12, 0)	B：gcd(24, 36)、gcd(12, 24)、gcd(0, 12)	C：gcd(24, 36)、gcd(24, 12)	D：gcd(24, 36)、gcd(12, 24)	C
lele-602	5	6	单选题	唯一分解定理表明，每个大于1的自然数可以唯一地写成若干个质数的乘积。下面函数将自然数 n的所有质因素找出来，横线上能填写的最佳代码是（ ）。	A：for (int i = 3; i <= n; i ++)	B：for (int i = 3; i * i <= n; i ++)	C：for (int i = 3; i <= n; i += 2)	D：for (int i = 3; i * i <= n; i += 2)	D
lele-602	6	7	单选题	下述代码实现素数表的埃拉托色尼(埃氏)筛法，筛选出所有小于等于n 的素数。下面说法，正确的是（ ）。	A：代码的时间复杂度是	B：在标记非素数时，代码从开始，可以减少重复标记。	C：代码会输出所有小于等于n 的奇数。	D：调用函数 sieve_Eratosthenes(10) ，函数返回值的数组中包含的元素有： 2, 3, 5, 7, 9 。	B
lele-602	7	8	单选题	下述代码实现素数表的线性筛法，筛选出所有小于等于 的素数。下面说法正确的是( )。	A：线性筛的时间复杂度是	B：每个合数会被其所有的质因子标记一次。	C：线性筛和埃拉托色尼筛的实现思路完全相同。	D：以上都不对	A
lele-602	16	2	判断题	线性筛相对于埃拉托斯特尼筛法，每个合数只会被它的最小质因数筛去一次，因此效率更高。	A：对	B：错			A
lele-602	17	3	判断题	任何一个大于1的自然数都可以分解成若干个不同的质数的乘积，且分解方式是唯一的。	A：对	B：错			B
lele-584	0	1	单选题	下面C++代码用于求斐波那契数列，该数列第1、2项为1，以后各项均是前两项之和。函数fibo()属于( )。	A：枚举算法	B：贪心算法	C：迭代算法	D：递归算法	C
lele-584	4	5	单选题	下面是根据欧几里得算法编写的函数，它计算的是 a与 b的（ ）。	A：最小公倍数	B：最大公共质因子	C：最大公约数	D：最小公共质因子	C
lele-584	5	6	单选题	欧几里得算法还可以写成如下形式:下面有关说法，错误的是（ ）。	A：本题的 gcd() 实现为递归方式。	B：本题的 gcd() 代码量少，更容易理解其辗转相除的思想。	C：当 a较大时，本题的 gcd() 实现会多次调用自身，需要较多额外的辅助空间。	D：当 a较大时，相比上题中的 gcd() 的实现，本题的 gcd() 执行效率更高。	D
lele-584	6	7	单选题	下述代码实现素数表的线性筛法，筛选出所有小于等于n 的素数，则横线上应填的代码是( )。	A：for (int j = 0; j < primes.size() && i * primes[j] <= n; j++)	B：for (int j = 0; j <= sqrt(n) && i * primes[j] <= n; j++)	C：for (int j = 0; j <= n; j++)	D：for (int j = 1; j <= sqrt(n); j++)	A
lele-584	7	8	单选题	上题代码的时间复杂度是（ ）。	A：	B：	C：	D：	D
lele-584	13	14	单选题	给定如下函数：则当n=7时，函数返回值为（ ）。	A：0	B：1	C：21	D：-11	D
lele-584	14	15	单选题	给定如下函数（函数功能同上题，增加输出打印）：则当 n=4时，屏幕上输出序列为（ ）。	A：4 3 2 1	B：1 2 3 4	C：4 2 3 1 2	D：4 2 3 2 1	C
lele-584	18	4	判断题	找出自然数n以内的所有质数，常用算法有埃拉托斯特尼（埃氏）筛法和线性筛法，其中埃氏筛法效率更高。	A：对	B：错			B
lele-584	19	5	判断题	唯一分解定理表明任何一个大于1的整数都可以唯一地表示为一系列质数的乘积，即质因数分解是唯一的。	A：对	B：错			A
lele-584	24	10	判断题	在下面C++代码中，由于删除了变量 ptr ，因此 ptr 所对应的数据也随之删除，故执行下述代码时，将报错。	A：对	B：错			B
lele-498	0	1	单选题	唯一分解定理描述的内容是（ ）？	A：任意整数都可以分解为素数的乘积	B：每个合数都可以唯一分解为一系列素数的乘积	C：两个不同的整数可以分解为相同的素数乘积	D：以上都不对	B
lele-498	4	5	单选题	辗转相除法也被称为（ ）	A：高斯消元法	B：费马定理	C：欧几里德算法	D：牛顿迭代法	C
lele-498	8	9	单选题	下面的代码片段用于判断一个正整数是否为素数。请对以下代码进行修改，使其能正确实现相应功能。（ ）bool isPrime(int num) { if (num < 2) { return false; } for (int i = 2; i * i < num; ++i) { if (num % i == 0) { return false; } } return true;	A：num < 2 应该改为 num <= 2	B：循环条件 i * i < num 应该改为 i * i <= num	C：循环条件应该是 i <= num	D：循环体中应该是 if (num % i != 0)	B
lele-498	9	10	单选题	在埃拉托斯特尼筛法中，要筛选出不大于 n 的所有素数，最外层循环应该遍历什么范围（ ）？vector<int> sieveOfEratosthenes(int n) { std::vector<bool> isPrime(n + 1, true); std::vector<int> primes; _______________________ { if (isPrime[i]) { primes.push_back(i); for (int j = i * i; j <= n; j += i) { isPrime[j] = false; } } } for (int i = sqrt(n) + 1; i <= n; ++i) { if (isPrime[i]) { primes.push_back(i); } } return primes; }	A：for (int i = 2; i <= n; ++i)	B：for (int i = 1; i < n; ++i)	C：for (int i = 2; i <= sqrt(n); ++i)	D：for (int i = 1; i <= sqrt(n); ++i)	C
lele-498	15	1	判断题	辗转相除法用于求两个整数的最大公约数。( )	A：正确	B：错误			A
lele-418	12	13	单选题	通讯卫星在通信网络系统中主要起到（ ）的作用。	A：信息过滤	B：信号中继	C：避免攻击	D：数据加密	B
lele-418	19	5	判断题	小杨设计了一个拆数程序，它能够将任意的非质数自然数N转换成若干个质数的乘积，这个程序是可以设计出来的。（ ）	A：正确	B：错误			A
lele-418	21	7	判断题	下面的C++代码能实现十进制正整数N转换为八进制并输出。（ ）	A：正确	B：错误			B
lele-418	23	9	判断题	小杨想写一个程序来算出正整数N有多少个因数，经过思考他写出了一个重复没有超过N/2次的循环就能够算出来了。（ ）	A：正确	B：错误			A
lele-382	0	1	单选题	近年来，线上授课变得普遍，很多有助于改善教学效果的设备也逐渐流行，其中包括比较常用的手写板，那么它属于哪类设备？（ ）	A：输入	B：输出	C：控制	D：记录	A
lele-382	1	2	单选题	如果 a 和 b 均为 int 类型的变量，且 b 的值不为 0 ，那么下列能正确判断“ a 是 b 的3倍”的表达式是（ ）。	A：(a >> 3 == b)	B：(a - b) % 3 == 0	C：(a / b == 3)	D：(a == 3 * b)	D
lele-382	2	3	单选题	如果变量 a 和 b 分别为 double 类型和 int 类型，则表达式 (a = 6, b = 3 * (7 + 8) / 2, b += a) 的计算结果为（ ）。	A：6	B：21	C：28	D：不确定	C
