# GESP C++ L5 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp5-kp01 | 链表(单/双向) | 数据结构
#   cpp5-kp02 | 树与二叉树基础 | 数据结构
#   cpp5-kp03 | 二叉树遍历 | 数据结构
#   cpp5-kp04 | 堆/优先队列 | 数据结构
#   cpp5-kp05 | 图基本概念 | 图论
#   cpp5-kp06 | DFS 深度优先搜索 | 图论
#   cpp5-kp07 | BFS 广度优先搜索 | 图论
#   cpp5-kp08 | 动态规划(线性) | 算法
#   cpp5-kp09 | 动态规划(背包) | 算法
#   cpp5-kp10 | 贪心算法 | 算法
#   cpp5-kp11 | 高精度运算 | 算法
#   cpp5-kp12 | 分治 | 算法
#   cpp5-kp13 | 散列表(hash/map) | 数据结构
#   cpp5-kp14 | set/multiset | 数据结构
#   cpp5-kp15 | 递归进阶 | 算法
#   cpp5-kp16 | 表达式求值(栈应用) | 数据结构
#   cpp5-kp17 | 并查集 | 数据结构
#   cpp5-kp18 | 拓扑排序 | 图论
#   cpp5-kp19 | 最短路(Dijkstra/Floyd) | 图论
#   cpp5-kp20 | 字符串进阶(KMP) | 算法
#   cpp5-kp21 | 复杂度分析 | 综合应用
#   cpp5-kp22 | 综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202603-l5	0	1	单选题	关于单链表、双链表和循环链表，下列说法正确的是()。	A：在单链表中，若已知任意结点的指针，则可以在O(1)时间内删除该结点。	B：循环链表中一定不存在空指针。	C：在循环双链表中，尾结点的 next 指针一定为 nullptr。	D：在带头结点的循环单链表中，判定链表是否为空只需判断头结点的next是否指向自身。	D
lele-gesp-cpp-202603-l5	1	2	单选题	双向循环链表中要在结点p之前插入新结点s(均非空)，以下指针操作正确的是()。	A：s -> next = p; p -> prev = s; p -> next = s; s -> prev = p;	B：s -> prev = p; s -> next = p-> next; p -> next -> prev = s; p -> next = s;	C：s -> next = p; s -> prev = p->prev; p-> prev -> next = s; p -> prev = s;	D：s -> next = p; s -> prev = nullptr; p -> prev = s;	C
lele-gesp-cpp-202603-l5	2	3	单选题	下面函数用“哑结点”统一处理删除单向链表中的头结点与中间结点。横线处应填()。 ```cpp struct Node{ int val; Node* next; Node(int v): val(v),next(nullptr){} }; Node* eraseAll(Node* head, int x){ Node dummy(0); dummy.next=head; Node* cur = &dummy; while(cur->next){ if(cur->next->val == x){ Node* del = cur->next; ________ delete del; }else cur = cur->next; } return dummy.next; } ```	A：cur = cur->next;	B：cur->next = del->next;	C：del->next = cur->next;	D：cur->next = nullptr;	B
lele-gesp-cpp-202603-l5	3	4	单选题	对如下代码实现的欧几里得算法（辗转相除法），执行gcd(48,18)得到的调用序列为()。 ```cpp int gcd(int a, int b){ return b == 0 ? a : gcd(b, a % b); } ```	A：gcd(48,18) -> gcd(18,12) -> gcd(12,6) -> gcd(6,0)	B：gcd(48,18) -> gcd(30,18) -> gcd(12,18)	C：gcd(48,18) -> gcd(18,30) -> gcd(30,6)	D：gcd(48,18) -> gcd(12,18) -> gcd(6,12)	A
lele-gesp-cpp-202603-l5	4	5	单选题	下面代码实现了欧拉（线性）筛，横线处应填写()。 ```cpp vector<int> euler_sieve(int n){ vector<bool> is_composite(n + 1, false); vector<int> primes; for (int i = 2; i <= n; i++){ if(!is_composite[i]) primes.push_back(i); for (int j = 0; ________ && (long long)i * primes[j] <= n; j++){ is_composite[i * primes[j]] = true; if (i % primes[j] == 0) break; } } return primes; } ```	A：j <= n	B：j < sqrt(n)	C：j < primes.size()	D：j < i	C
lele-gesp-cpp-202603-l5	5	6	单选题	埃氏筛中将内层循环从j=i*i开始而不是j=2*i的主要原因是()。 ```cpp vector<int> eratosthenes_sieve(int n){ vector<bool> is_composite(n + 1, false); vector<int> primes; for (int i = 2; i <= n; i++) { if (is_composite[i]) continue; primes.push_back(i); for (long long j = (long long)i * i; j <= n; j += i) is_composite[j] = true; } return primes; } ```	A：因为2*i一定不是合数	B：i*i一定是质数	C：小于i*i的i的倍数已被更小质因子筛过	D：这样可以把时间复杂度降为O(n)	C
lele-gesp-cpp-202603-l5	6	7	单选题	下面程序的运行结果为() ```cpp bool check(int n, int a[], int k, int dist) { int cnt = 1; int last = a[0]; for (int i = 1; i < n; i++) { if (a[i] - last >= dist) { cnt++; last = a[i]; } } return cnt >= k; } int solve(int n, int a[], int k) { std::sort(a, a + n); int l = 0; int r = a[n - 1] - a[0]; while (l < r) { int mid = (l + r + 1) / 2; if(check(n, a, k, mid)) l = mid; else r = mid - 1; } return l; } int main() { int a[] = {1, 2, 8, 4, 9}; int n = 5; int k = 3; std::cout << solve(n, a, k) << std::endl; return 0; } ```	A：2	B：3	C：4	D：5	B
lele-gesp-cpp-202603-l5	7	8	单选题	在升序数组中查找第一个大于等于x的位置，下面循环中横线应填()。 ```cpp int lowerBound(const vector<int>& a, int x){ int l = 0, r = a.size(); while(l < r){ int mid = l + (r - l) / 2; if(a[mid] >= x) ________; else l = mid + 1; } return l; } ```	A：r = mid;	B：r = mid - 1;	C：l = mid;	D：l = mid + 1;	A
lele-gesp-cpp-202603-l5	8	9	单选题	关于递归函数调用，下列说法错误的是()。	A：递归调用层次过深时，可能会耗尽栈空间导致栈溢出	B：尾递归函数可以通过编译器优化来避免栈溢出	C：所有递归函数都可以通过循环结构来改写，从而避免栈溢出	D：栈溢出发生时，程序会抛出异常并可以继续执行后续代码	D
lele-gesp-cpp-202603-l5	9	10	单选题	给定n根木头，第i根长度为a[i]。要切成不少于m段等长木段，求最大可能长度，则横线上应填写()。 ```cpp const int MAXN = 100005; long long a[MAXN]; int n, m; bool check(long long x){ long long cnt = 0; for(int i = 1; i <= n; i++){ if(x == 0) return true; cnt += a[i] / x; if(cnt >= m) return true; } return false; } int main(){ cin >> n >> m; long long mx = 0; for(int i = 1; i <= n; i++){ cin >> a[i]; mx = max(mx, a[i]); } long long l = 1, r = mx; long long ans = 0; while(l <= r){ long long mid = l + (r - l) / 2; if(check(mid)){ ans = mid; ________ }else{ ________ } } cout << ans << endl; return 0; } ```	A：l = mid + 1; r = mid - 1;	B：l = mid + 1; r = mid - 1;	C：l = mid + 1; r = mid;	D：l = mid; r = mid - 1;	A
lele-gesp-cpp-202603-l5	10	11	单选题	下面代码用分治求“最大连续子段和”，其时间复杂度为()。 ```cpp int solve(vector<int>& a, int l, int r){ if(l == r) return a[l]; int mid = l + (r - l) / 2; int left = solve(a, l, mid); int right = solve(a, mid + 1, r); int sum = 0, lmax = INT_MIN; for(int i = mid; i >= l; i--){ sum += a[i]; lmax = max(lmax, sum); } sum = 0; int rmax = INT_MIN; for(int i = mid + 1; i <= r; i++){ sum += a[i]; rmax = max(rmax, sum); } return max({left, right, lmax + rmax}); } ```	A：O(n^2)	B：O(n log n)	C：O(log n)	D：O(n)	B
lele-gesp-cpp-202603-l5	11	12	单选题	游戏大赛决赛，两组选手分别按得分从小到大排好队，现在要把他们合并成一个有序排行榜。 A组：A={12,35,67,89},B组：B={20,45,55,78},下面是归并合并函数的核心循环，横线处应填入()。 ```cpp int i = 0, j = 0; vector<int> result; while (i < A.size() && j < B.size()){ if (________){ result.push_back(A[i++]); } else { result.push_back(B[j++]); } } while (i < A.size()){ result.push_back(A[i++]); } while (j < B.size()){ result.push_back(B[j++]); } ```	A：A[i] >= B[j]	B：A[i] <= B[j]	C：i >= j	D：i <= j	B
lele-gesp-cpp-202603-l5	12	13	单选题	有n位同学的成绩已经从小到大排好序，现在对它执行下面这段以第一个元素为pivot的快速排序，请问此次排序的时间复杂度是()。 ```cpp void quicksort(vector<int>& a, int l, int r){ if (l >= r) return; int pivot = a[l]; int i = l, j = r; while (i < j){ while (i < j && a[j] >= pivot) j--; while (i < j && a[i] <= pivot) i++; if (i < j) swap(a[i], a[j]); } swap(a[l], a[i]); quicksort(a, l, i - 1); quicksort(a, i + 1, r); } ```	A：O(n)	B：O(n log n)	C：O(n^2)	D：O(log n)	C
lele-gesp-cpp-202603-l5	13	14	单选题	下面关于排序算法的描述中，不正确的是()。	A：冒泡排序和插入排序都是稳定的排序算法	B：快速排序和归并排序都是不稳定的排序算法	C：冒泡排序和插入排序最好时间复杂度均为O(n)	D：归并排序在最好、最坏和平均三种情况的时间复杂度均为O(nlogn)	B
lele-gesp-cpp-202603-l5	14	15	单选题	下面代码实现两个整数除法，其中被除数为一个“大整数”，用字符串表示，除数是一个小整数，用int表示，则横线处应该填写()。 ```cpp int main(){ string s; int b; cin >> s >> b; vector<int> a; for(char c : s){ a.push_back(c - '0'); } vector<int> c; long long rem = 0; for(int i = 0; i < a.size(); i++){ rem = rem * 10 + a[i]; int q = rem / b; c.push_back(q); ________ } int pos = 0; while(pos < c.size() - 1 && c[pos] == 0) pos++; for(int i = pos; i < c.size(); i++){ cout << c[i]; } cout << endl; cout << rem << endl; return 0; } ```	A：rem -= b;	B：rem %= b;	C：rem = b;	D：rem = q;	B
lele-gesp-cpp-202603-l5	15	16	判断题	有一个存储了n个整数的线性表，分别用数组和单链表两种方式实现。在已知下标（或结点指针）的前提下，数组的随机访问是O(1),而在链表中已知某结点的指针时，在该结点之后插入一个新结点的操作也是O(1)。	对	错			对
lele-gesp-cpp-202603-l5	16	17	判断题	若数组a已按升序排列，则下面代码可以正确实现“在a中查找第一个大于等于x的元素的位置”。 ```cpp int lowerBound(vector<int>& a, int x){ int l = 0, r = a.size(); while(l < r){ int mid = (l + r) / 2; if( a[mid] >= x) r = mid; else l = mid + 1; } return l; } ```	对	错			对
lele-gesp-cpp-202603-l5	17	18	判断题	快速排序只要每次都选取中间元素作为枢轴，就一定是稳定排序。	对	错			错
lele-gesp-cpp-202603-l5	18	19	判断题	若某算法满足递推式：T(n)=2T(n/2)+O(n),则其时间复杂度为O(nlogn)。	对	错			对
lele-gesp-cpp-202603-l5	19	20	判断题	在一个数组中，如果两个元素a[i]和 a[j]满足i<j且 a[i]>a[j],则a[i]和 a[j]是一个逆序对。下面代码可以正确统计数组a区间[l,r]内的逆序对总数。 ```cpp long long cnt = 0; void merge_count(vector<int>& a, int l, int m, int r){ int i = l, j = m + 1; while(i <= m && j <= r) { if(a[i] <= a[j]) i++; else { cnt += (m - i + 1); j++; } } } ```	对	错			错
lele-gesp-cpp-202603-l5	20	21	判断题	根据唯一分解定理，如果大于1的数n不能被任何不超过其平方根的质数整除，则n是质数。	对	错			对
lele-gesp-cpp-202603-l5	21	22	判断题	假设数组a的值域范围是D,以下程序的时间复杂度是O(nlogn+nlogD)。 ```cpp bool check(int n, int a[], int k, int dist) { int cnt = 1; int last = a[0]; for (int i = 1; i < n; i++) { if (a[i] - last >= dist) { cnt++; last = a[i]; } } return cnt >= k; } int solve(int n, int a[], int k) { std::sort(a, a + n); int l = 0; int r = a[n - 1] - a[0]; while (l < r) { int mid = (l + r + 1) / 2; if (check(n, a, k, mid)) l = mid; else r = mid - 1; } return l; } int main() { int a[] = {1, 2, 8, 4, 9}; int n = 5; int k = 3; std::cout << solve(n, a, k) << std::endl; return 0; } ```	对	错			对
lele-gesp-cpp-202603-l5	22	23	判断题	若一个问题满足最优子结构性质，则一定可以用贪心算法得到最优解。	对	错			错
lele-gesp-cpp-202603-l5	23	24	判断题	线性筛相比埃氏筛的核心改进在于：埃氏筛中一个合数可能被多个质数重复标记，线性筛通过"每个合数只被其最大质因子筛去"的策略，保证每个合数恰好被标记一次，从而实现O(n)的时间复杂度。	对	错			错
lele-gesp-cpp-202603-l5	24	25	判断题	任何递归程序都可以改写为等价的非递归程序，但改写后的非递归程序一定需要显式地使用栈来模拟递归调用过程。	对	错			错
lele-gesp-cpp-202512-l5	0	1	单选题	对如下定义的循环单链表，横线处填写()。 ```cpp struct Node { int data; Node* next; Node(int d): data(d), next(nullptr){} }; Node* createList(int value){ Node* head = new Node(value); head->next = head; return head; } void insertTail(Node* head, int value) { Node* p = head; while (p->next != head) { p = p->next; } Node* node = new Node(value); node->next = head; p->next = node; } void printList(Node* head){ if (head == nullptr) return; Node* p = head; // 在此处填入代码 cout << endl; } ```	A：while (p != nullptr){ cout << p->data << " "; p = p->next; }	B：while (p->next != nullptr){ cout << p->data << " "; p = p->next; }	C：do { cout << p->data << " "; p = p->next; } while (p != head);	D：for(; p; p = p->next){ cout << p->data << " "; }	C
lele-gesp-cpp-202512-l5	1	2	单选题	区块链技术是比特币的基础。在区块链中，每个区块指向前一个区块，构成链式列表，新区块只能接在链尾，不允许在中间插入或删除。下面代码实现插入区块添加函数，则横线处填写()。 ```cpp struct Block { int index; string data; Block* prev; Block(int idx, const string& d, Block* p) : index(idx), data(d), prev(p) {} }; struct Blockchain { Block* tail; void init() { tail = new Block(0, "Genesis Block", nullptr); } void addBlock(const string& data){ // 在此处填入代码 } void clear() { Block* cur = tail; while (cur != nullptr) { Block* p = cur->prev; delete cur; cur = p; } tail = nullptr; } }; ```	A：Block* newBlock = new Block(tail->index + 1, data, tail); tail = newBlock->prev;	B：Block* newBlock = new Block(tail->index + 1, data, tail); tail = newBlock;	C：Block* newBlock = new Block(tail->index + 1, data, tail->prev); tail = newBlock;	D：Block* newBlock = new Block(tail->index + 1, data, tail->prev); tail = newBlock->prev;	B
lele-gesp-cpp-202512-l5	2	3	单选题	下面关于单链表和双链表的描述中，正确的是()。 ```cpp struct DNode { int data; DNode* prev; DNode* next; }; void deleteNode(DNode* node){ if (node->prev){ node->prev->next = node->next; } if (node->next){ node->next->prev = node->prev; } delete node; } struct SNode { int data; SNode* next; }; void deleteSNode(SNode* head, SNode* node) { SNode* prev = head; while (prev->next != node) { prev = prev->next; } prev->next = node->next; delete node; } ```	A：双链表删除指定节点是O(1),单链表是O(1)	B：双链表删除指定节点是O(n),单链表是O(1)	C：双链表删除指定节点是O(1),单链表是O(n)	D：双链表删除指定节点是O(n),单链表是O(n)	C
lele-gesp-cpp-202512-l5	3	4	单选题	假设我们有两个数a=38和b=14,它们对模m同余，即a≡b(mod m)。以下哪个值不可能是m?	A：3	B：4	C：6	D：9	D
lele-gesp-cpp-202512-l5	4	5	单选题	下面代码实现了欧几里得算法。下面有关说法，错误的是()。 ```cpp int gcd1(int a, int b) { return b == 0 ? a : gcd1(b, a % b); } int gcd2(int a, int b) { while (b != 0){ int temp = b; b = a % b; a = temp; } return a; } ```	A：gcd1()实现为递归方式。	B：gcd2()实现为迭代方式。	C：当a较大时，gcd1()实现会多次调用自身，需要较多额外的辅助空间。	D：当a较大时，gcd1()的实现比 gcd2()执行效率更高。	D
lele-gesp-cpp-202512-l5	5	6	单选题	唯一分解定理描述的内容是()。	A：任何正整数都可以表示为两个素数的和。	B：任何大于1的合数都可以唯一分解为有限个质数的乘积。	C：两个正整数的最大公约数总是等于它们的最小公倍数除以它们的乘积。	D：所有素数都是奇数。	B
lele-gesp-cpp-202512-l5	6	7	单选题	下述代码实现素数表的线性筛法，筛选出所有小于等于n的素数，则横线上应填的代码是()。 ```cpp vector<int> linear_sieve(int n){ vector<bool> is_prime(n + 1, true); vector<int> primes; is_prime[0] = is_prime[1] = 0; for (int i = 2; i <= n; ++i) { if (is_prime[i]){ primes.push_back(i); } { // 在此处填入代码 is_prime[i * primes[j]] = 0; if (i % primes[j] == 0) break; } } return primes; } ```	A：for (int j = 0; j < primes.size() && i * primes[j] <= n; ++j)	B：for(int j = sqrt(n); j <= n && i * primes[j] <= n; ++j)	C：for (int j = 1; j <= sqrt(n); ++j)	D：for(int j = 1; j < n && i * primes[j] <= n; ++j)	A
lele-gesp-cpp-202512-l5	7	8	单选题	下列关于排序的说法，正确的是()。	A：快速排序是稳定排序	B：归并排序通常是稳定的	C：插入排序是不稳定排序	D：冒泡排序不是原地排序	B
lele-gesp-cpp-202512-l5	8	9	单选题	下面代码实现了归并排序。下述关于归并排序的说法中，不正确的是()。 ```cpp void merge(vector<int>& arr, vector<int>& temp, int l, int mid, int r) { int i = l, j = mid + 1, k = l; while (i <= mid && j <= r) { if (arr[i] <= arr[j]) temp[k++] = arr[i++]; else temp[k++] = arr[j++]; } while (i <= mid) temp[k++] = arr[i++]; while (j <= r) temp[k++] = arr[j++]; for (int p = l; p <= r; p++) arr[p] = temp[p]; } void mergeSort(vector<int>& arr, vector<int>& temp, int l, int r) { if (l >= r) return; int mid = l + (r - l) / 2; mergeSort(arr, temp, l, mid); mergeSort(arr, temp, mid + 1, r); merge(arr, temp, l, mid, r); } ```	A：归并排序的平均复杂度是O(nlogn)。	B：归并排序需要O(n)的额外空间。	C：归并排序在最坏情况的时间复杂度是O(n^2)。	D：归并排序适合大规模数据。	C
lele-gesp-cpp-202512-l5	9	10	单选题	下述C++代码实现了快速排序算法，最坏情况的时间复杂度是()。 ```cpp int partition(vector<int>& arr, int low, int high){ int i = low, j = high; int pivot = arr[low]; while (i < j) { while (i < j && arr[j] >= pivot) j--; while (i < j && arr[i] <= pivot) i++; if (i < j) swap(arr[i], arr[j]); } swap(arr[i], arr[low]); return i; } void quickSort(vector<int>& arr, int low, int high) { if (low >= high) return; int p = partition(arr, low, high); quickSort(arr, low, p - 1); quickSort(arr, p + 1, high); } ```	A：O(n)	B：O(log n)	C：O(n^2)	D：O(n log n)	C
