# GESP C++ L7 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp7-kp01 | 并查集(Union-Find) | 高级数据结构
#   cpp7-kp02 | 树状数组(Fenwick Tree) | 高级数据结构
#   cpp7-kp03 | 线段树(Segment Tree) | 高级数据结构
#   cpp7-kp04 | 字典树(Trie) | 高级数据结构
#   cpp7-kp05 | 二叉搜索树与平衡树入门 | 高级数据结构
#   cpp7-kp06 | 最短路径·Dijkstra | 图论进阶
#   cpp7-kp07 | 最短路径·Floyd | 图论进阶
#   cpp7-kp08 | 最短路径·SPFA/Bellman-Ford | 图论进阶
#   cpp7-kp09 | 最小生成树(Prim/Kruskal) | 图论进阶
#   cpp7-kp10 | 拓扑排序 | 图论进阶
#   cpp7-kp11 | 强连通分量(Tarjan) | 图论进阶
#   cpp7-kp12 | 区间动态规划 | 动态规划进阶
#   cpp7-kp13 | 树形动态规划 | 动态规划进阶
#   cpp7-kp14 | 状态压缩动态规划 | 动态规划进阶
#   cpp7-kp15 | 素数判定与筛法 | 数学与数论
#   cpp7-kp16 | 最大公约数与最小公倍数 | 数学与数论
#   cpp7-kp17 | 模运算与同余基础 | 数学与数论
#   cpp7-kp18 | 快速幂与幂取模 | 数学与数论
#   cpp7-kp19 | 排列与组合基础 | 组合数学初步
#   cpp7-kp20 | 组合数计算与递推 | 组合数学初步
#   cpp7-kp21 | 二分答案与最值最优化 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-604	2	3	单选题	已知数组 a 的定义 int a[10] = {0}; ，下列说法不正确的是（ ）。	A：语句 a[-1] = 0; 会产生编译错误。	B：数组 a 的所有元素均被初始化为 0 。	C：数组 a 至少占用 10 个 int 大小的内存，一般为 40 个字节。	D：语句 a[13] = 0; 不会产生编译错误，但会导致难以预测的运行结果。	A
lele-604	3	4	单选题	下列关于C++类的说法，错误的是( )。	A：构造函数不能声明为虚函数，但析构函数可以。	B：函数参数如声明为类的引用类型，调用时不会调用该类的复制构造函数。	C：静态方法属于类、不属于对象，因此不能使用 对象.方法(...) 的形式调用静态方法。	D：析构派生类的对象时，一定会调用基类的析构函数。	C
lele-604	4	5	单选题	下列关于有向图的说法，错误的是( )。	A：n个顶点的弱连通有向图，最少有 n-1条边。	B：n个顶点的强连通有向图，最少有 n条边。	C：n个顶点的有向图，最多有n×（n-1） 条边。	D：n个顶点的有向完全图，有n×（n-1） 条边。	C
lele-604	5	6	单选题	一棵二叉树的每个结点均满足：结点的左子树和右子树，要么同时存在，要么同时不存在。该树有197个结点，则其叶结点有多少个？( )	A：98	B：99	C：不存在这样的树。	D：无法确定叶结点数量。	B
lele-604	6	7	单选题	下列关于二叉树的说法，错误的是（ ）。	A：二叉排序树的中序遍历顺序与元素排序的顺序是相同的。	B：n个元素的二叉排序树，其高一定为。	C：自平衡二叉查找树（AVL树）是一种二叉排序树。	D：任意的森林，都可以映射为一颗二叉树进行表达和存储。	B
lele-604	7	8	单选题	一个简单无向图有10个结点、6条边。在最差情况，至少增加多少条边可以使其连通？（ ）	A：3	B：4	C：6	D：9	C
lele-604	8	9	单选题	一个哈希表，包括n个位置（分别编号0~(n-1)），每个位置最多仅能存储一个元素。该哈希表只有插入元素和查询两种操作，没有删除或修改元素的操作。以下说法错误的是（ ）。	A：如果哈希函数取值范围为0 ~ (n-1)，且当发生哈希函数碰撞时循环向后寻找空位，则查询操作的最差时间复杂度为 O（n）。（“循环向后”指：0向后一位为1，1向后一位为2，……，(n-2)向后一位...	B：如果哈希函数取值范围为0 ~ (n-1)，且当发生哈希函数碰撞时仅循环向后一个位置寻找空位，则查询操作的最差时间复杂度为O（1） 。	C：如果哈希函数取值范围为0 ~ (m-1)（m < n），且当发生哈希函数碰撞时仅在m ~ (n-1)的范围内寻找空位，则查询操作的最差时间复杂度为 O（n-m）。	D：查询操作时，如果发现查询元素经哈希函数对应的位置为空位，该查询元素仍可能出现在哈希表内。	D
lele-604	9	10	单选题	以下关于动态规划的说法中，错误的是（ ）。	A：动态规划方法将原问题分解为一个或多个相似的子问题。	B：动态规划方法通常能够列出递推公式。	C：动态规划方法有递推和递归两种实现形式。	D：递推实现动态规划方法的时间复杂度总是不低于递归实现。	D
lele-604	10	11	单选题	下面程序的输出为（ ）。	A：4	B：7	C：100	D：无法通过编译。	B
lele-604	11	12	单选题	下面程序的输出为（ ）。	A：132	B：1430	C：16796	D：结果是随机的。	A
lele-604	12	13	单选题	上题中程序的时间复杂度为（ ）。	A：	B：	C：	D：	D
lele-604	13	14	单选题	下面 init_sieve 函数的时间复杂度为( )。	A：	B：	C：	D：无法正常结束。	B
lele-604	14	15	单选题	下列选项中，哪个不可能是下图的深度优先遍历序列（ ）。	A：1, 2, 3, 5, 7, 8, 6, 9, 4	B：1, 4, 7, 8, 9, 5, 2, 3, 6	C：1, 5, 7, 8, 9, 4, 2, 3, 6	D：1, 2, 3, 6, 9, 8, 5, 7, 4	A
lele-604	15	1	判断题	表达式 5 ^ 3 的结果为 125 。	A：对	B：错			B
lele-604	16	2	判断题	在C++语言中，函数定义和函数调用可以不在同一个文件内。	A：对	B：错			A
lele-604	17	3	判断题	在 n个元素中进行二分查找，平均时间复杂度是O（logn） ，但须要事先进行排序。	A：对	B：错			A
lele-604	18	4	判断题	unsigned long long 类型是C++语言中表达范围最大的非负整数类型之一，其表达范围是。超出该范围的非负整数运算，将无法使用C++语言进行计算。	A：对	B：错			B
lele-604	19	5	判断题	使用 math.h 或 cmath 头文件中的函数，表达式 log2(32) 的结果为 5 、类型为 int 。	A：对	B：错			B
lele-604	20	6	判断题	C++是一种面向对象编程语言，C则不是。继承是面向对象三大特性之一。因此，使用C语言无法实现继承。	A：对	B：错			B
lele-604	21	7	判断题	邻接表和邻接矩阵都是图的存储形式。邻接表在遍历单个顶点的所有边时，时间复杂度更低；邻接矩阵在判断两个顶点之间是否有边时，时间复杂度更低。	A：对	B：错			A
lele-604	22	8	判断题	MD5是一种常见的哈希函数，可以由任意长度的数据生成128位的哈希值，曾广泛应用于数据完整性校验。中国科学家的系列工作首次发现了可实用的MD5破解方法。之后，MD5逐渐被其他哈希函数所取代。	A：对	B：错			A
lele-604	23	9	判断题	递归调用在运行时会由于层数过多导致程序崩溃，可以通过循环配合栈缓解这一问题。	A：对	B：错			A
lele-604	24	10	判断题	一个图中，每个顶点表达一个城市，连接两个顶点的边表达从一个城市到达另一个城市的一种交通方式。这个图可以用来表达交通网络，且是简单有向图。	A：对	B：错			B
lele-586	0	1	单选题	下列C++代码的输出结果是（ ）。	A：0	B：1	C：0.5	D：0.7071	B
lele-586	1	2	单选题	对于如下图的二叉树，说法正确的是（ ）。	A：先序遍历是 132 。	B：中序遍历是 123 。	C：后序遍历是 312 。	D：先序遍历和后序遍历正好是相反的。	D
lele-586	2	3	单选题	已知两个序列s1= {1,3,4,5,6,7,7,8,1} 、s2= {3,5,7,4,8,2,9,5,1} ，则它们的最长公共子序列是（）。	A：{3,5,7,8,1}	B：{3,4,5,7,8}	C：{5,7,8}	D：{3,5,7,9,1}	A
lele-586	3	4	单选题	关于序列 {2,7,1,5,6,4,3,8,9} ，以下说法错误的是（ ）。	A：{2,5,6,8,9} 是它的最长上升子序列	B：{1,5,6,8,9} 是它的最长上升子序列	C：{7,5,4,3} 是它的最长下降子序列	D：{1,5,6,8,9} 是它的唯一最长上升子序列	D
lele-586	4	5	单选题	关于图的深度优先搜索和广度优先搜索，下列说法错误的是（ ）。	A：二叉树是也是一种图。	B：二叉树的前序遍历和后序遍历都是深度优先搜索的一种	C：深度优先搜索可以从任意根节点开始。	D：二叉树的后序遍历也是广度优先搜索的一种。	D
lele-586	5	6	单选题	对于如下二叉树，下面访问顺序说法错误的是（ ）。	A：HDEBFIGCA不是它的后序遍历序列	B：ABCDEFGHI是它的广度优先遍历序列	C：ABDHECFGI是它的深度优先遍历序列	D：ABDHECFGI是它的先序遍历序列	A
lele-586	6	7	单选题	以下哪个方案不能合理解决或缓解哈希表冲突（ ）。	A：丢弃发生冲突的新元素。	B：在每个哈希表项处，使用不同的哈希函数再建立一个哈希表，管理该表项的冲突元素。	C：在每个哈希表项处，建立二叉排序树，管理该表项的冲突元素。	D：使用不同的哈希函数建立额外的哈希表，用来管理所有发生冲突的元素。	A
lele-586	7	8	单选题	在C++中，关于运算符&，下面说法正确的是（ ）。	A：2 & 3 的结果是 true	B：011 & 111 的结果是 3	C：3 & 6 的结果是 2	D：110 & 101 的结果是 4	C
lele-586	8	9	单选题	下面关于图的说法正确的是（ ）。	A：在无向图中，环是指至少包含三个不同顶点，并且第一个顶点和最后一个顶点是相同的路径。	B：在有向图中，环是指一个顶点经过至少另一个顶点到自身的路径。	C：在有向图中，如果任意两个顶点之间都存在一条边，则这个图一定是强连通图。	D：在有向图中，所有顶点的入度和出度的总和就是图的边数的两倍。	D
lele-586	9	10	单选题	图的存储和遍历算法，下面说法错误的是（ ）。	A：图的深度优先搜索和广度优先搜索对有向图和无向图都适用。	B：图的深度优先搜索和二叉树的先序遍历道理是不一样的。	C：图的深度优先搜索需要借助栈来完成。	D：邻接表中，顶点 对应链表中的边结点数目正好是顶点 vi的度。	B
lele-586	10	11	单选题	如下图所示的邻接表结构，表示的是下列哪个选项中的图？	A：	B：	C：	D：	C
lele-586	11	12	单选题	如下图所示的邻接矩阵（inf表示无穷大），表示的是下列哪个选项中的图？	A：	B：	C：	D：	A
lele-586	12	13	单选题	下面程序的输出为（ ）。	A：5	B：8	C：13	D：无法正常结束	B
lele-586	13	14	单选题	下面 count_triple 函数的时间复杂度为( )。	A：	B：	C：	D：	B
lele-586	14	15	单选题	下列选项中，哪个可能是下图的深度优先遍历序列（ ）。	A：1, 3, 7, 5, 4, 2, 6, 8, 9	B：9, 4, 2, 1, 3, 5, 7, 6, 8	C：1, 3, 4, 2, 7, 6, 8, 9, 5	D：9, 7, 6, 8, 4, 2, 1, 5, 3	C
lele-586	15	1	判断题	C++语言中，表达式 6 & 5 的结果类型为 int 、值为 1 。	A：对	B：错			B
lele-586	16	2	判断题	冒泡排序是稳定的排序算法。	A：对	B：错			A
lele-586	17	3	判断题	唯一分解定理（算术基本定理）指出，每个大于1的自然数都可以唯一地分解成若干个素数的乘积。因此，我们可以很容易的对给定的自然数 n 进行质因数分解，时间复杂度仅为。	A：对	B：错			B
lele-586	18	4	判断题	C++语言中，可以为同一个类定义多个构造函数。	A：对	B：错			A
lele-586	19	5	判断题	使用 math.h 或 cmath 头文件中的对数函数，表达式 log(128) 的结果类型为 double 、值约为 7.0 。	A：对	B：错			B
lele-586	20	6	判断题	一颗 N 层的二叉树，至少有个节点。	A：对	B：错			B
lele-586	21	7	判断题	非连通图不能使用广度优先搜索算法进行遍历。	A：对	B：错			B
lele-586	22	8	判断题	现使用有 N 个表项的哈希表，从 M 个元素中进行查找。该哈希表为解决哈希函数冲突，为每个表项处建立单链表存储冲突元素。其查找操作的最坏情况时间复杂度为 O（M）。	A：对	B：错			A
lele-586	23	9	判断题	动态规划有递推实现和递归实现，对于很多问题，通过记录子问题的解，两种实现的时间复杂度是相同的。	A：对	B：错			A
lele-586	24	10	判断题	泛洪算法的递归方法容易造成溢出，因此大的二维地图算法中，一般不用递归方法。	A：对	B：错			A
lele-500	0	1	单选题	下列关于排序的说法，正确的是( )。	A：冒泡排序是最快的排序算法之一。	B：快速排序通常是不稳定的。	C：最差情况， 个元素做归并排序的时间复杂度为 。	D：以上均不正确。	B
lele-500	1	2	单选题	下面的程序属于哪种算法( )。int pos[8]; void queen(int n) { for (int i = 0; i < 8; i++) { pos[n] = i; bool attacked = false; for (int j = 0; j < n; j++) if (pos[n] == pos[j] || pos[n] + n == pos[j] + j || pos[n] - n == pos[j]- j) { attacked = true; break; } if (attacked) continue; if (n == 7) { return; } else { queen(n + 1); } } }	A：贪心算法	B：动态规划	C：深度优先搜索	D：广度优先搜索	C
lele-500	2	3	单选题	下面有关C++类的说法，错误的是（ ）。	A：C++类对象销毁时，会执行析构函数。	B：C++类可以通过定义构造函数实现自动类型转换。	C：C++类可以通过重载 [] 运算符实现通过给定下标访问数组成员的元素。	D：C++类可以包含任意类型的成员变量。	D
lele-500	3	4	单选题	一个连通的简单无向图，共有28条边，则该图至少有( )个顶点。	A：6	B：7	C：8	D：9	C
lele-500	4	5	单选题	以下哪个方案不能合理解决或缓解哈希表冲突（ ）。	A：在每个哈希表项处，使用单链表管理该表项的冲突元素。	B：建立额外的单链表，用来管理所有发生冲突的元素。	C：使用不同的哈希函数再建立一个哈希表，用来管理所有发生冲突的元素。	D：用新元素覆盖发生冲突的哈希表项。	D
lele-500	5	6	单选题	已知一颗二叉树的中序遍历序列为：{C F B A E D G}，后序遍历序列为：{F C B E G D A}，则下列说法中正确的是( )。	A：该树是平衡二叉树。	B：该树的高为4。	C：该树有4个叶节点。	D：以上说法都不对。	B
lele-500	6	7	单选题	以下关于二叉排序树的说法，正确的是（ ）。	A：二叉排序树的中序遍历序列一定是有序的。	B：在含 n 个节点的二叉排序树中查找元素，最差情况的时间复杂度为O(log(n))。	C：二叉排序树一定是二叉平衡树。	D：以上说法都不对。	A
lele-500	7	8	单选题	已知 x 为 double 类型的变量，且值大于0，则下列表达式的值一定大于0的是( )。	A：sin(x) / x	B：exp(x) - x	C：log(x) - x	D：x * x - x	B
lele-500	8	9	单选题	一个简单有向图有10个结点、30条边。再增加多少条边可以成为完全图。（ ）	A：60	B：70	C：15	D：20	A
lele-500	9	10	单选题	下列选项中，哪个可能是下图的深度优先遍历序列（ ）。	A：8, 6, 1, 5, 3, 4, 2, 10, 7, 12, 11, 9	B：7, 8, 6, 4, 2, 1, 5, 3, 12, 9, 11, 10。	C：8, 10, 12, 9, 11, 4, 5, 3, 2, 1, 6, 7	D：7, 8, 10, 9, 11, 12, 4, 5, 1, 2, 3, 6。	C
