# GESP C++ L2 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp2-kp01 | 变量与数据类型 | 基础语法
#   cpp2-kp02 | 分支与循环 | 基础语法
#   cpp2-kp03 | 基础输入输出 | 基础语法
#   cpp2-kp04 | 函数定义与调用 | 函数
#   cpp2-kp05 | 函数参数传递 | 函数
#   cpp2-kp06 | 函数返回值 | 函数
#   cpp2-kp07 | 一维数组 | 数组与字符串
#   cpp2-kp08 | 多维数组 | 数组与字符串
#   cpp2-kp09 | 字符数组与字符串 | 数组与字符串
#   cpp2-kp10 | string 字符串处理 | 数组与字符串
#   cpp2-kp11 | 顺序查找 | 数组与字符串
#   cpp2-kp12 | 枚举算法 | 枚举模拟
#   cpp2-kp13 | 模拟算法 | 枚举模拟
#   cpp2-kp14 | 冒泡排序 | 排序入门
#   cpp2-kp15 | 选择排序 | 排序入门
#   cpp2-kp16 | 插入排序 | 排序入门
#   cpp2-kp17 | 简单递推 | 递推
#   cpp2-kp18 | 数组综合应用 | 综合应用
#   cpp2-kp19 | 字符串综合应用 | 综合应用
#   cpp2-kp20 | 函数与算法综合 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-679	22	8	判断题	下面的C++代码执行后将输出10行"OK"。（ ）	A：对	B：错			A
lele-679	23	9	判断题	将下面C++代码中的for循环中的 i = 1 调整为 i = 0 的输出结果相同。（ ）	A：对	B：错			A
lele-679	24	10	判断题	下面C++代码执行后将输出 0123 。（ ）	A：对	B：错			B
lele-599	0	1	单选题	2024年10月8日，诺贝尔物理学奖“意外地”颁给了两位计算机科学家约翰·霍普菲尔德（John J. Hopfield）和杰弗里·辛顿（Geoffrey E. Hinton）。这两位科学家的主要研究方向是（ ）。	A：天体物理	B：流体力学	C：人工智能	D：量子理论	C
lele-599	1	2	单选题	计算机系统中存储的基本单位用B来表示，它代表的是（ ），比如某个照片大小为3MB。	A：Byte	B：Block	C：Bulk	D：Bit	A
lele-599	2	3	单选题	C++语句 cout << (3 + 3 % 3 * 2 - 1) 执行后输出的值是（ ）。	A：-1	B：4	C：56	D：2	D
lele-599	3	4	单选题	下面C++代码执行后其输出是( )。	A：123456789	B：0123456789	C：12345678910	D：012345678910	B
lele-599	4	5	单选题	下面C++代码的相关说法中，正确的是( )。	A：上述代码执行后其输出相当于求1-10的和（包含10）	B：上述代码执行后其输出相当于求1-10的和（不包含10）	C：上述代码执行后其输出相当于求0-10的和（不包含10）	D：上述代码执行后将输出不确定的值	D
lele-599	5	6	单选题	下面C++代码执行后输出是（ ）。	A：1	B：2	C：9	D：10	B
lele-599	6	7	单选题	下面C++代码执行后的输出是（ ）。	A：0#0#0#0#0#0#0#1#	B：0#0#0#0#0#0#1#	C：0#0#0#0#1#	D：0#0#0#0#	C
lele-599	7	8	单选题	下面C++代码用于输出0-100之前（包含100）能被7整除但不能被3整除的数，横线处不能填入的代码是（）。	A：i % 7 == 0 && i % 3 != 0	B：!(i % 7) && i % 3 != 0	C：i % 7 && i % 3	D：i % 7 == 0 && !(i % 3 == 0)	C
lele-599	8	9	单选题	下面C++代码用于求正整数各位数字之和，横线处不应填入代码是（ ）。	A：tnt = tnt + N % 10	B：tnt += N % 10	C：tnt = N % 10 + tnt	D：tnt = N % 10	D
lele-599	9	10	单选题	下图的C++程序执行后的输出是（ ）。	A：0010120123	B：01012012301234	C：001012012301234	D：01012012301234012345	A
lele-599	10	11	单选题	下面C++代码用于实现图示的九九乘法表。相关说法错误的是（ ） 。	A：将L1注释的 printf("\n") 移到L2注释所在行，效果相同	B：将L1注释的 printf("\n") 修改为 print("%c", '\n') 效果相同	C：将 Lie * Hang > 9 修改为 Lie * Hang >= 10 效果相同	D：将 Lie * Hang > 9 修改为 Hang * Lie > 9 效果相同	A
lele-599	11	12	单选题	在数学中N!表示N的阶乘，即1到N的乘积，如 3!=1*2*3 。下面的C++用于求1-N的阶乘之和，如N为3，则是 1!+2!+3! 。下面代码段补充选项后用于实现上述功能，其中不能实现阶乘和的选项是（ ）。	A：	B：	C：	D：	D
lele-599	12	13	单选题	下面C++代码用于输出N和M之间（可以包括N和M）的孪生素数。孪生素数是指间隔为2的两个数均为素数，如11和13分别是素数，且间隔为2。isPrime(N)用于判断N是否为素数的函数。为完成上述功能，横线处应填上的代码是（ ）。	A：M - 2	B：M - 1	C：M	D：M + 1	B
lele-599	13	14	单选题	下面C++代码实现输出如下图形，横线应填入的代码是（ ）。	A：	B：	C：	D：	D
lele-599	14	15	单选题	下面C++代码执行后的输出是30，则横线处不能填入（ ）。	A：max(max(a, b), c)	B：min(a+b, c)	C：sqrt(a+b+c)	D：(a+b+c)/2	C
lele-599	15	1	判断题	在Windows的资源管理器中为已有文件A建立副本的操作是Ctrl+C，然后Ctrl+V。( )	A：对	B：错			A
lele-599	16	2	判断题	在C++代码中，假设N为正整数，则 cout << (N - N / 10 * 10) 将获得N的个位数。( )	A：对	B：错			A
lele-599	17	3	判断题	在C++语句 cout << (10 <= N <= 12) 中，假设N为12，则其输出为1。( )	A：对	B：错			A
lele-599	18	4	判断题	如果C++表达式 int(sqrt(N))*int(sqrt(N)) == N 的值为True，则说明N为完全平方数，如4、9、25等。（ ）	A：对	B：错			A
lele-599	19	5	判断题	下面C++代码执行后将输出2*3=6。 ( )	A：对	B：错			B
lele-599	20	6	判断题	以下C++代码因为循环变量为将导致错误，即不能作为变量名称，不符合C++变量命名规范。（ ）	A：对	B：错			B
lele-599	21	7	判断题	下面C++代码执行后因为有break，将输出0。（ ）	A：对	B：错			B
lele-599	22	8	判断题	下面的C++代码执行后将输出18行“OK”。（ ）	A：对	B：错			A
lele-599	23	9	判断题	将下面C++代码中的 i = 1 调整为 i = 0 的输出结果相同。（ ）	A：对	B：错			A
lele-599	24	10	判断题	下面两段C++代码都是用于求1-10的和，其运行结果相同。通常说来，for循环都可以用while循环实现。（）	A：对	B：错			A
lele-581	0	1	单选题	小杨父母带他到某培训机构给他报名参加CCF组织的GESP认证考试的第1级，那他可以选择的认证语言有几种？（ ）	A：1	B：2	C：3	D：4	C
lele-581	1	2	单选题	下面流程图在yr输入2024时，可以判定yr代表闰年，并输出 2月是29天 ，则图中菱形框中应该填入（ ）。	A：(yr%400==0) || (yr%4==0)	B：(yr%400==0) || (yr%4==0 && yr%100!=0)	C：(yr%400==0) && (yr%4==0)	D：(yr%400==0) && (yr%4==0 && yr%100!=0)	B
lele-581	2	3	单选题	在C++中，下列不可做变量的是( )。	A：five-Star	B：five_star	C：fiveStar	D：_fiveStar	A
lele-581	3	4	单选题	在C++中，与 for(int i=0; i<10; i++) 效果相同的是( )。	A：for(int i=0; i<10; i+=1)	B：for(int i=1; i<=10; i++)	C：for(int i=10; i>0; i--)	D：for(int i=10; i<1; i++)	A
lele-581	4	5	单选题	在C++中， cout << (5 % 2 && 5 % 3) 的输出是( )。	A：1	B：2	C：true	D：false	A
lele-581	5	6	单选题	执行下面的C++代码时输入 1 ，则输出是( )。	A：Jan	B：Mar	C：Jan Mar	D：以上均不对	C
lele-581	6	7	单选题	执行下面C++代码后，有关说法错误的是（ ）。	A：如果先后输入1和1，则将输出1	B：如果先后输入0和1或者1和0，则将输出3	C：如果先后输入0和0，则将输出2	D：如果先后输入0和0，则将输出4	D
lele-581	7	8	单选题	某货币由5元，2元和1元组成。输入金额（假设为正整数），计算出最少数量。为实现其功能，横线处应填入代码是（ ）。	A：	B：	C：	D：	B
lele-581	8	9	单选题	下面C++代码执行后的输出是（ ）。	A：55	B：45	C：36	D：28	C
lele-581	9	10	单选题	下面C++代码执行后的输出是（ ）。	A：25	B：16	C：10	D：9	C
