# GESP C++ L8 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp8-kp01 | 主席树(可持久化线段树) | 高级数据结构
#   cpp8-kp02 | 分块 | 高级数据结构
#   cpp8-kp03 | 莫队算法 | 高级数据结构
#   cpp8-kp04 | 最大流(Dinic/Edmonds-Karp) | 图论与网络流
#   cpp8-kp05 | 最小费用最大流 | 图论与网络流
#   cpp8-kp06 | 二分图匹配(匈牙利/KM) | 图论与网络流
#   cpp8-kp07 | 图的连通性与割点桥(Tarjan) | 图论与网络流
#   cpp8-kp08 | 强连通分量与缩点(Tarjan) | 图论与网络流
#   cpp8-kp09 | 2-SAT | 图论与网络流
#   cpp8-kp10 | 单调队列优化 DP | 动态规划
#   cpp8-kp11 | 斜率优化 DP | 动态规划
#   cpp8-kp12 | 数位 DP | 动态规划
#   cpp8-kp13 | 树形 DP | 动态规划
#   cpp8-kp14 | 状态压缩 DP | 动态规划
#   cpp8-kp15 | 逆元与同余(扩欧/费马) | 数学与数论
#   cpp8-kp16 | 中国剩余定理(CRT) | 数学与数论
#   cpp8-kp17 | 欧拉函数与欧拉定理 | 数学与数论
#   cpp8-kp18 | 容斥原理与组合计数 | 数学与数论
#   cpp8-kp19 | Lucas 定理与组合数取模 | 数学与数论
#   cpp8-kp20 | 向量叉积与基本几何 | 计算几何
#   cpp8-kp21 | 凸包(Graham/Andrew) | 计算几何
#   cpp8-kp22 | 后缀数组/后缀自动机 | 字符串与高级算法
#   cpp8-kp23 | AC 自动机 | 字符串与高级算法
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l8	10	11	单选题	下列代码片段的时间复杂度为()。 ```cpp long long s = 0; for (int i = 1; i <= n; i++) { for (int j = 1; j * j <= n; j++) { s += i + j; } } ```	A：O(n)	B：O(n log n)	C：O(n√n)	D：O(n^2)	C
lele-gesp-cpp-202606-l8	11	12	单选题	某优化问题的答案是[1, M]内的整数，存在单调判定函数check(x),且每次判定的时间复杂度为O(n)。使用二分答案求最小可行值，整体时间复杂度通常为()。	A：O(nM)	B：O(n log M)	C：O(M log n)	D：O(n+M)	B
lele-gesp-cpp-202606-l8	12	13	单选题	下列线性筛的代码片段中，当枚举到质数p且i%p==0时，使用break;语句停止继续枚举。这样做的主要目的是()。 ```cpp for (int i = 2; i <= n; ++i){ if(!is_composite[i]) primes.push_back(i); for (int p : primes){ if (i * p > n) break; is_composite[i * p] = true; if(i % p == 0) break; } } ```	A：保证递归深度不超过O(log n)	B：保证每个合数只被它的最小质因子筛去一次	C：保证每个素数都被标记为合数	D：把筛法时间复杂度提高到O(n log n)	B
lele-gesp-cpp-202606-l8	13	14	单选题	在C++中，关于类的继承和构造、析构顺序，下列说法正确的是()。	A：派生类可以直接访问基类的private成员	B：基类的protected成员在私有继承后会变成派生类的public成员	C：创建派生类对象时，会先调用基类构造函数，再调用派生类构造函数	D：销毁派生类对象时，会先调用基类析构函数，再调用派生类析构函数	C
lele-gesp-cpp-202606-l8	14	15	单选题	将4个元素按1,2,3,4的顺序入栈，在该过程中可随时插入出栈操作。下列序列中不可能作为出栈序列的是()。	A：1,2,3,4	B：2,1,4,3	C：3,2,1,4	D：3,1,2,4	D
lele-gesp-cpp-202606-l8	15	16	判断题	若一项任务可从两种互斥的方案中选择一种完成，其中，方案A有m种做法，方案B有n种做法，则总做法数为m+n。	对	错			对
lele-gesp-cpp-202606-l8	16	17	判断题	将n个不同元素围成一圈，若只把旋转视为同一种排法、翻转仍视为不同排法，则方案数为(n-1)!。	对	错			对
lele-gesp-cpp-202606-l8	17	18	判断题	从n个不同元素中可重复地选取k个且不考虑顺序，方案数为C(n+k,k)。	对	错			错
lele-gesp-cpp-202606-l8	18	19	判断题	杨辉三角中的组合数满足C(n,k)=C(n-1,k)+C(n-2,k)。	对	错			错
lele-gesp-cpp-202606-l8	19	20	判断题	快速幂通过二进制拆分指数，可以在O(log b)时间内计算a^b mod m。	对	错			对
lele-gesp-cpp-202606-l8	20	21	判断题	只要图中不存在负权环，Dijkstra算法就一定能正确处理带负权边的图。	对	错			错
lele-gesp-cpp-202606-l8	21	22	判断题	若一张连通无向图所有边权两两不同，则它的最小生成树一定唯一。	对	错			对
lele-gesp-cpp-202606-l8	22	23	判断题	判断点(x,y)是否在以原点为圆心、半径为r的圆内或圆上时，可以比较x^2+y^2与r^2,不必先开平方。	对	错			对
lele-gesp-cpp-202606-l8	23	24	判断题	若能写出判定函数check(x),表示“答案为x时是否可行”，即使check(x)不满足单调性，也一定可以使用二分答案求最优解。	对	错			错
lele-gesp-cpp-202606-l8	24	25	判断题	归并排序是一种稳定排序算法，常见实现的时间复杂度为O(n log n)。	对	错			对
lele-gesp-cpp-202603-l8	0	1	单选题	某班级有8名男生和6名女生，现要选出3人组成学习小组，要求小组中至少有1名男生和1名女生，则不同的选法共有()种。	A：112	B：168	C：224	D：288	D
lele-gesp-cpp-202603-l8	1	2	单选题	在杨辉三角中，从第0行开始计数，第10行的所有数之和为()。	A：512	B：1024	C：2048	D：4096	B
lele-gesp-cpp-202603-l8	2	3	单选题	下列代码实现了快速幂算法，其时间复杂度为()。 ```cpp long long fastPow(long long b, long long e, long long mod) { long long result = 1; while (e > 0) { if (e & 1) result = result * b % mod; b = b * b % mod; e >>= 1; } return result; } ```	A：O(log b)	B：O(log e)	C：O(log mod)	D：O(e)	B
lele-gesp-cpp-202603-l8	3	4	单选题	从5本不同的数学书和4本不同的物理书中选取3本书，要求至少包含1本数学书，则不同的选法有()种。	A：60	B：74	C：80	D：84	C
lele-gesp-cpp-202603-l8	4	5	单选题	在二叉搜索树(BST)中，若中序遍历的序列为{1,2,3,4,5}，且先序遍历的第一个序列元素为3，则下列说法正确的是()。	A：该树一定是一棵完全二叉树	B：元素4和5不可能是兄弟节点	C：元素1所在节点的深度可能大于3（根节点深度为1）	D：元素2一定是元素1的父节点	B
lele-gesp-cpp-202603-l8	5	6	单选题	在一个有向带权图中，使用Dijkstra算法求单源最短路时，若使用优先队列（小根堆）优化，其时间复杂度为()。	A：O(V^2)	B：O(V·E)	C：O((V+E)logV)	D：O(V^2 log V)	C
lele-gesp-cpp-202603-l8	6	7	单选题	对于含n个顶点(n≥2)的连通加权有向图，若图中不存在负权环，则任意两点之间的最短路径（简单路径）最多包含()条边。	A：n	B：n-1	C：n+1	D：无法确定，取决于图的具体边数	B
lele-gesp-cpp-202603-l8	7	8	单选题	在使用Floyd算法求任意两点间最短路径时，时间复杂度为O(V^3)。若在某次算法执行前，已经用Dijkstra算法正确求出了所有点对的最短路并存入了dist数组。如果此时继续对该dist数组执行一次完整的Floyd算法过程(无任何提前终止)，执行完毕后dist数组内的值()。	A：会发生改变，因为Floyd又做了一次松弛	B：不会发生改变	C：可能变大，因为未针对已有最短路优化	D：可能在某些负权图中陷入死循环	B
lele-gesp-cpp-202603-l8	8	9	单选题	关于图论中的最短路径算法，下列说法中严格正确的是()。	A：Dijkstra算法能够高效处理包含负权边的有向图。	B：Floyd算法可以求出任意两点间的最短路径，且允许图中存在负权边（但不能有负权环）。	C：单源最短路径算法无法用于无向图，无向图只能通过BFS求解。	D：Dijkstra算法的每一步必定从当前未访问的节点中，选取距离起始点最远的节点进行松弛操作。	B
lele-gesp-cpp-202603-l8	9	10	单选题	有6个人排成一排照相，其中甲、乙两人必须相邻，且丙不能站在排头的不同排法有()种。	A：120	B：144	C：192	D：240	C
lele-gesp-cpp-202603-l8	10	11	单选题	下列代码试图实现Floyd算法求所有点对之间的最短路径，横线处应填入()。 ```cpp void floyd(int n, int dist[][MAXN]){ for (int k = 0; k < n; k++) for (int i = 0; i < n; i++) for (int j = 0; j < n; j++) if( ) //在此处填入选项 dist[i][j] = dist[i][k] + dist[k][j]; } ```	A：dist[i][k] + dist[k][j] < dist[i][j]	B：dist[i][k] != INF && dist[k][j] != INF	C：dist[i][k] != INF && dist[k][j] != INF && dist[i][k] + dist[k][j] < dist[i][j]	D：dist[i][j] == INF	C
lele-gesp-cpp-202603-l8	11	12	单选题	用数字0、1、2、3、4组成无重复数字的五位偶数，共有()个。	A：48	B：60	C：72	D：96	B
lele-gesp-cpp-202603-l8	12	13	单选题	在一个无向带权图中，若使用Prim算法从顶点0开始构造最小生成树（边权均为正整数，且graph[u][v]=0表示无边)，下列代码中横线处应填入()。 ```cpp int prim(vector<vector<int>>& graph, int n){ vector<bool> inMST(n, false); vector<int> minEdge(n, INT_MAX); minEdge[0]=0; int result = 0; for (int i=0; i<n; i++) { int u=-1; for (int j=0; j<n; j++) if (!inMST[j] && (u==-1 || minEdge[j] < minEdge[u])) u=j; inMST[u] = true; result += minEdge[u]; for (int v=0; v<n; v++) if( ) //在此处填入选项 minEdge[v] = graph[u][v]; } return result; } ```	A：graph[u][v] && !inMST[v] && graph[u][v] < minEdge[v]	B：!inMST[v] && graph[u][v] < minEdge[v]	C：graph[u][v]>0 && !inMST[v]	D：!inMST[v] && minEdge[v]>0	A
lele-gesp-cpp-202603-l8	13	14	单选题	已知三个点A(x1,y1),B(x2,y2),C(x3,y3)在平面直角坐标系中的坐标。下列C++表达式中，在精度误差范围1e-8内能正确计算判断这三个点是三点共线的表达式是()。	A：(x2-x1)/(y2-y1)==(x3-x1)/(y3-y1)	B：(x2-x1)*(y3-y1)-(x3-x1)*(y2-y1)==0	C：fabs((x2-x1)*(y3-y1)-(x3-x1)*(y2-y1))<1e-8	D：fabs((x2-x1)/(y2-y1)-(x3-x1)/(y3-y1))<1e-8	C
lele-gesp-cpp-202603-l8	14	15	单选题	在64位操作系统下(LP64/LLP64模型)，下面代码的输出结果是()。 ```cpp #include <iostream> using namespace std; int main() { int a[4] = {1, 2, 3, 4}; int (*p)[4] = &a; int *q = a; cout << sizeof(a) << " "; cout << sizeof(p) << " "; cout << sizeof(p+1) << " "; cout << sizeof(q+1) << " "; cout << (p+1)-p << " "; cout << (q+1)-q << endl; } ```	A：16 8 8 8 1 1	B：16 8 16 8 1 1	C：16 8 8 4 4 1	D：16 8 8 8 4 1	A
lele-gesp-cpp-202603-l8	15	16	判断题	在C++中，若结构体中包含一个static成员变量，则该变量的存储空间属于结构体对象的一部分。()	对	错			错
lele-gesp-cpp-202603-l8	16	17	判断题	对于任意正整数n，二项式(a+b)^n展开式中各项的二项式系数之和等于2^n。()	对	错			对
lele-gesp-cpp-202603-l8	17	18	判断题	在C++中，若函数参数类型为const int&，则该参数既可以绑定左值，也可以绑定右值。()	对	错			对
lele-gesp-cpp-202603-l8	18	19	判断题	若一个无向图的最小生成树唯一，则图中所有边权必定各不相同。()	对	错			错
lele-gesp-cpp-202603-l8	19	20	判断题	使用快速排序对n个元素进行排序时，无论最好、最坏还是平均情况，时间复杂度均为O(nlogn)。()	对	错			错
lele-gesp-cpp-202603-l8	20	21	判断题	若一个图中所有顶点的度数为偶数，则一定存在欧拉回路。()	对	错			错
lele-gesp-cpp-202603-l8	21	22	判断题	使用倍增法预处理区间最值问题时，预处理的时间复杂度为O(nlogn)，查询的时间复杂度为O(1)。()	对	错			对
lele-gesp-cpp-202603-l8	22	23	判断题	如果将一个连通无向图G1中所有边的权值都统一增加同一个正整数常数C，形成图G2。则G1的最小生成树中每条边在G2中对应的边组成的树，一定是G2的最小生成树。()	对	错			对
lele-gesp-cpp-202603-l8	23	24	判断题	在图论算法中，Kruskal算法和Prim算法都可以用来求解最小生成树，且这两者的贪心策略无论在任何连通无向图上求得的最小生成树总边权和必定相同。()	对	错			对
lele-gesp-cpp-202603-l8	24	25	判断题	在动态规划问题中，“状态转移方程+递推”和“递归+记忆化搜索”通常是解决同一问题的两种不同实现方式，它们的时间复杂度总是相同的。()	对	错			错
lele-gesp-cpp-202512-l8	0	1	单选题	某平台生成“取件码”由6个字符组成：前4位为数字(0-9)，后2位为大写字母(A-Z),其中字母不能为I、0。假设数字和字母均可重复使用，要求整个取件码中恰好有2个数字为奇数。共有多少种不同取件码？( )	A：1,440,000	B：2,160,000	C：2,535,000	D：8,640,000	B
lele-gesp-cpp-202512-l8	1	2	单选题	下列代码实现了归并排序(MergeSort)的分治部分。为了正确地将数组a的[left,right]区间进行排序，横线处应该填入的是()。 ```cpp void merge_sort(int a[], int left, int right) { if (left >= right) return; int mid = (left + right) / 2; merge_sort(a, left, mid); ;//在此处填入选项 merge(a,left,mid,right);//合并操作 } ```	A：merge_sort(a, mid, right)	B：merge_sort(a, mid + 1, right)	C：merge_sort(a, left, mid + 1)	D：merge_sort(a, mid - 1, right)	B
lele-gesp-cpp-202512-l8	2	3	单选题	某社团有男生8人、女生7人。现需选出1名队长（性别不限）、1名副队长（性别不限）、2名宣传委员（两人无角色区别，且必须至少1名女生)。假如一人不能兼任多职，共有多少种不同选法？()	A：12012	B：11844	C：12474	D：11025	A
lele-gesp-cpp-202512-l8	3	4	单选题	二项式(2x-y)^8的展开式中x^5y^3项的系数为()。	A：-7168	B：7168	C：-1792	D：1792	C
lele-gesp-cpp-202512-l8	4	5	单选题	下面是使用邻接矩阵实现的Dijkstra算法的核心片段，用于求单源最短路径。在找到当前距离起点最近的顶点υ后，需要更新其邻接点j的距离。横线处应填入的代码是()。 ```cpp for (int j = 1; j <= n; j++) { if (!visited[j] && graph[u][j] < INF) { if ( ) { //在此处填入选项 dis[j] = dis[u] + graph[u][j]; } } } ```	A：dis[j] < dis[u] + graph[u][j]	B：dis[j] > dis[u] + graph[u][j]	C：graph[u][j] > dis[u] + dis[j]	D：dis[j] > graph[u][j]	B
lele-gesp-cpp-202512-l8	5	6	单选题	下面程序使用动态规划求两个字符串的最长公共子序列(LCS)长度，横线处应填入的是()。 ```cpp #include <algorithm> #include <string> #include <vector> using namespace std; int lcs_len(const string &a, const string &b) { int n = (int)a.size(), m = (int)b.size(); vector<vector<int>> dp(n + 1, vector<int>(m + 1, 0)); for (int i = 1; i <= n; i++) for (int j = 1; j <= m; j++) if (a[i - 1] == b[j - 1]) dp[i][j] = dp[i - 1][j - 1] + 1; else ; //在此处填入选项 return dp[n][m]; } ```	A：dp[i][j] = dp[i - 1][j] + dp[i][j - 1];	B：dp[i][j] = min(dp[i - 1][j], dp[i][j - 1]);	C：dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]);	D：dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + 1;	C
lele-gesp-cpp-202512-l8	6	7	单选题	已知两个点A(x1,y1)和B(x2,y2)在平面直角坐标系中的坐标。下列C++表达式中，能正确计算这两点之间直线距离的是()。	A：sqrt(x1 - x2)^ 2 + (y1 - y2)^ 2)	B：sqrt(pow(x1 - x2, 2) + pow(y1 - y2, 2))	C：pow(x1 - x2, 2) + pow(y1 - y2, 2)	D：abs(x1 - x2) + abs(y1 - y2)	B
lele-gesp-cpp-202512-l8	7	8	单选题	已知 int a=10;，执行 int &b = a; b = 20; 后，变量 a 的值是()。	A：10	B：20	C：30	D：编译错误	B
lele-gesp-cpp-202512-l8	8	9	单选题	下列代码的时间复杂度（以n为自变量，忽略常数与低阶项）是()。 ```cpp long long s = 0; for (int i = 1; i <= n; i++) { for (int j = 1; j * j <= i; j++) { s += j; } } ```	A：O(n)	B：O(n log n)	C：O(n√n)	D：O(n^2)	C
lele-gesp-cpp-202512-l8	9	10	单选题	下列程序实现了线性筛法（欧拉筛），用于在O(n)时间内求出1~n之间的所有质数。为了保证每个合数只被其最小质因子筛掉，横线处应填入的语句是()。 ```cpp for (int i = 2; i <= n; i++) { if (!not_prime[i]) primes[++cnt] = i; for (int j = 1; j <= cnt && i * primes[j] <= n; j++) { not_prime[i * primes[j]] = true; if (____) break; //在此处填入选项 } } ```	A：i + primes[j] == n	B：primes[j] > i	C：i % primes[j] == 0	D：i % primes[j] != 0	C
lele-gesp-cpp-202512-l8	10	11	单选题	在C++语言中，关于类的继承和访问权限，下列说法正确的是()。	A：派生类可以访问基类的 private 成员。	B：基类的 protected 成员在私有继承(private inheritance)后，在派生类中变为 public。	C：派生类对象在创建时，会先调用基类的构造函数，再调用派生类自己的构造函数。	D：派生类对象在销毁时，会先调用基类的析构函数，再调用派生类自己的析构函数。	C
lele-gesp-cpp-202512-l8	11	12	单选题	当输入6时，下列程序的输出结果为()。 ```cpp #include <iostream> using namespace std; int f(int n) { if (n <= 3) return n; return f(n - 1) + f(n - 2) + 2 * f(n - 3); } int main() { int n; cin >> n; cout << f(n) << endl; return 0; } ```	A：14	B：27	C：28	D：15	B
lele-gesp-cpp-202512-l8	12	13	单选题	从1到999这999个正整数中，十进制表示中数字5恰好出现一次的数有多少个？()	A：243	B：271	C：300	D：333	A
lele-gesp-cpp-202512-l8	13	14	单选题	当输入2023时，下列程序的输出结果为()。 ```cpp #include <iostream> using namespace std; int main() { int x, ans = 0; cin >> x; while (x != 0) { x -= x & -x; ans++; } cout << ans << endl; return 0; } ```	A：7	B：8	C：9	D：11	C
lele-gesp-cpp-202512-l8	14	15	单选题	对连通无向图执行Kruskal算法。已按边权从小到大依次扫描到某条边e=(u,v)。此时在已经构建的部分MST结构中，(u,v)已在同一连通块内。关于边e的处理，下列说法正确的是()。	A：必须选入MST,否则可能不连通。	B：一定不能选入MST(在此扫描顺序下)。	C：若后续出现更大的边权，可以回溯改选e。	D：只有当e是当前最小边时才能舍弃。	B
lele-gesp-cpp-202512-l8	15	16	判断题	若一项任务可用两种互斥方案完成：方案A有m种做法，方案B有n种做法，则总做法数为m+n。	对	错			对
lele-gesp-cpp-202512-l8	16	17	判断题	在C++语言中，引用一旦被初始化，就不能再改为引用另一个变量。	对	错			对
lele-gesp-cpp-202512-l8	17	18	判断题	快速排序和归并排序的平均时间复杂度都是O(nlogn),但快速排序是不稳定的排序算法，归并排序是稳定的排序算法。	对	错			对
lele-gesp-cpp-202512-l8	18	19	判断题	使用 math.h 或cmath 头文件中的函数，表达式 sqrt(4)的结果类型为 double。	对	错			对
lele-gesp-cpp-202512-l8	19	20	判断题	在杨辉三角形中，第n行（从0开始计数，即第n行有n+1个数）的所有数字之和等于2^n。	对	错			对
