# GESP C++ L4 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp4-kp01 | 文件操作(fstream 读写) | 基础语法与STL
#   cpp4-kp02 | string 字符串处理 | 基础语法与STL
#   cpp4-kp03 | vector 动态数组 | 基础语法与STL
#   cpp4-kp04 | 结构体 struct | 基础语法与STL
#   cpp4-kp05 | 函数与递归 | 基础语法与STL
#   cpp4-kp06 | 指针基础 | 基础语法与STL
#   cpp4-kp07 | 二维数组 | 数据结构入门
#   cpp4-kp08 | 枚举算法 | 算法基础
#   cpp4-kp09 | 模拟算法 | 算法基础
#   cpp4-kp10 | 递推 | 算法基础
#   cpp4-kp11 | 冒泡排序 | 算法基础
#   cpp4-kp12 | 选择排序 | 算法基础
#   cpp4-kp13 | 插入排序 | 算法基础
#   cpp4-kp14 | 顺序查找 | 算法基础
#   cpp4-kp15 | 二分查找 | 算法基础
#   cpp4-kp16 | 栈 stack | 数据结构入门
#   cpp4-kp17 | 队列 queue | 数据结构入门
#   cpp4-kp18 | 进制与位运算进阶 | 基础语法与STL
#   cpp4-kp19 | 排序综合应用 | 综合应用
#   cpp4-kp20 | 分治入门 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l4	10	11	单选题	小杨在对“能量晶石”按亮度进行排序。如果两块晶石亮度相同，他希望保持它们在原始序列中的相对顺序。下列关于排序算法稳定性的说法，错误的是()。	A：冒泡排序是稳定的，因为只有在左边比右边大时才交换。	B：插入排序是稳定的，因为它将元素插入到相等元素的右侧。	C：选择排序是稳定的，因为它每次选出最小元素放在前面。	D：稳定性是指排序后相等元素的相对位置不发生改变。	C
lele-gesp-cpp-202606-l4	11	12	单选题	小杨的机器人正在能量踏板上跳跃，踏板编号为1,2,3，...。跳到第n块踏板的方案数满足递推式f(n)=f(n-1)+f(n-2)。若f(1)=1,f(2)=2,则运行以下代码计算 jump(5)的结果是()。 ```cpp int jump(int n) { if (n <= 2) return n; int a = 1, b = 2, c = 0; for (int i = 3; i <= n; i++) { c = a + b; a = b; b = c; } return c; } ```	A：5	B：8	C：13	D：21	B
lele-gesp-cpp-202606-l4	12	13	单选题	在“模拟实验室”程序中，为了防止除以0导致崩溃，小杨使用了异常处理机制。执行以下代码将输出()。 ```cpp try { int x = 10, y = 0; if (y == 0) throw "Zero Error"; cout << x / y; } catch (int e) { cout << "Error Code: " << e; } catch (const char* msg) { cout << "Caught: " << msg; } ```	A：0	B：Error Code:0	C：Caught: Zero Error	D：程序直接崩溃	C
lele-gesp-cpp-202606-l4	13	14	单选题	下面代码使用某种排序算法，将数组中的元素按从小到大排序。这段代码使用的排序算法是()。 ```cpp void mystery_sort(double arr[], int n) { for (int i = 0; i < n - 1; i++) { int minPos = i; for (int j = i + 1; j < n; j++) { if (arr[j] < arr[minPos]) { minPos = j; } } double temp = arr[i]; arr[i] = arr[minPos]; arr[minPos] = temp; } } ```	A：冒泡排序	B：插入排序	C：选择排序	D：非典型排序	C
lele-gesp-cpp-202606-l4	14	15	单选题	小杨正在读取“冒险日志”文件quest.txt。若文件内容为Level10,执行以下程序后输出为()。 ```cpp ifstream fin("quest.txt"); string s; int v; fin >> s >> v; cout << s.length() * v; ```	A：50	B：15	C：70	D：5	A
lele-gesp-cpp-202606-l4	15	16	判断题	运行以下程序后，变量a的值最终会变为20。 ```cpp void modify(int *p) { *p = *p + 10; } int main() { int a = 10; modify(&a); return 0; } ```	对	错			对
lele-gesp-cpp-202606-l4	16	17	判断题	在C++中，引用一旦初始化并绑定到某个变量后，可以通过赋值语句将其重新绑定到另一个变量。	对	错			错
lele-gesp-cpp-202606-l4	17	18	判断题	下面程序可以正确计算并输出3名学生的平均成绩。 ```cpp struct Student { int id; int score; }; int main() { Student students[3] = { {1,90}, {2,80}, {3,100} }; int sum = 0; for (int i = 0; i < 3; i++) { sum += students[i].score; } double average = sum / 3.0; cout << average << endl; return 0; } ```	对	错			对
lele-gesp-cpp-202606-l4	18	19	判断题	选择排序算法在寻找每一轮最小值时，如果遇到相等的元素不进行交换，则选择排序是一种稳定的排序算法。	对	错			错
lele-gesp-cpp-202606-l4	19	20	判断题	如果使用带flag的冒泡排序，且待排序数组一开始就是有序的，那么算法只需一轮扫描即可结束，时间复杂度为O(n)。	对	错			对
lele-gesp-cpp-202606-l4	20	21	判断题	在C++中定义二维数组并初始化时，可以省略第一维，但不能省略第二维。因此int a[][2]={{1,2},{3,4}};是合法的，而int a[][]={{1,2},{3,4}};是不合法的。	对	错			对
lele-gesp-cpp-202606-l4	21	22	判断题	下面代码的时间复杂度是O(2n)。 ```cpp int cnt = 0; for (int i = 1; i <= n; i++) { for (int j = 1; j <= i; j++) { cnt++; } } ```	对	错			错
lele-gesp-cpp-202606-l4	22	23	判断题	假设文件output.txt能正常打开，下面代码通过rdbuf将cout的输出重定向到了文件中。 ```cpp ofstream fout("output.txt"); streambuf* old_buf = cout.rdbuf(); cout.rdbuf(fout.rdbuf()); cout << "GESP Exam"; cout.rdbuf(old_buf); ```	对	错			对
lele-gesp-cpp-202606-l4	23	24	判断题	小杨想通过下面程序给饭卡充值，程序会输出70。 ```cpp void recharge(int money) { money += 20; } int main() { int card = 50; recharge(card); cout << card; return 0; } ```	对	错			错
lele-gesp-cpp-202606-l4	24	25	判断题	下面代码可以通过编译。 ```cpp int a[5]; a++; ```	对	错			错
lele-gesp-cpp-202603-l4	0	1	单选题	执行下面程序后，输出为()。 int f(int x= 2){ return ⅹ* 3； } int main(){ cout < f() < " " < f(4); }	A：2 12	B：6 12	C：6 4	D：12 6	B
lele-gesp-cpp-202603-l4	1	2	单选题	执行下面代码后，输出为()。 int main() { int a = 5； int* p = &a; int* q = &p; **q+=7; cout < <<""<< *p; }	A：55	B：12 12	C：125	D：5 12	B
lele-gesp-cpp-202603-l4	2	3	单选题	已知： int a[3][4] = { {1,2,3,4}, {5,6,7,8}, {9,10,11,12} }; int (*p)[4] = a; 则表达式*(*(p+2)+1)的值为()。	A：6	B：10	C：9	D：11	B
lele-gesp-cpp-202603-l4	3	4	单选题	执行下面程序后，输出为()。 ```cpp void fun(int a, int &b, int *c){ a+=1; b+=2; *c+=3; } int main(){ int x= 1， y = 1， z = 1； fun(x,y,&z); cout<<<<""<<""<< z; } ```	A：2 34	B：134	C：214	D：111	B
lele-gesp-cpp-202603-l4	4	5	单选题	执行下面程序后输出为()。 int x= 3； void f(int& x){ x+=2; } int main(){ int x = 10； f(x); cout <<×<<""<< ：∷x; }	A：12 3	B：105	C：125	D：10 3	A
lele-gesp-cpp-202603-l4	5	6	单选题	下列关于结构体初始化的写法，正确的是()。	A：struct Point { int x, y; }； Point p= (1,2)；	B：struct Point { int x, y; }； Point p = {1,2}；	C：struct Point { int x, y; }； Point p = new Point(1,2);	D：struct Point { int x, y; }； Point p=<1,2>;	B
lele-gesp-cpp-202603-l4	6	7	单选题	执行下面代码后输出为()。 struct S { int a; int b; }； void g(S s){ s.a += 10； } void h(S& s){ s.b += 10；} int main(){ S s{1,2}; g(s); h(s); cout << s.a <<""<< s.b; }	A：1112	B：112	C：112	D：12	B
lele-gesp-cpp-202603-l4	7	8	单选题	关于递推算法的描述，正确的是()。	A：递推表现为函数自己调用自己	B：递推从已知初值出发，利用递推关系逐步推出后续结果	C：递推只能用于指数复杂度问题	D：递推一定需要回溯	B
lele-gesp-cpp-202603-l4	8	9	单选题	执行climb(6)的返回值为()。 int climb(int n){ if(n <= 2) return n; int a=1, b=2, c=0; for(int i= 3；i <= n;i++){ c=a+b; a=b; b=c; } return c; }	A：8	B：13	C：5	D：10	B
lele-gesp-cpp-202603-l4	9	10	单选题	某排序算法对如下数据排序（按score升序），则下面关于该排序算法稳定性的描述中，说法正确的是( )。 初始：(90，'A'),(90,'B`),(80,'C'),(90,'D') 排序后：(80，'C'),(90,'A'),(90,'B'),(90,'D')	A：不稳定，因为出现了相同分数	B：稳定，因为相同score的相对顺序保持为A在B前、B在D前	C：不稳定，因为C跑到前面了	D：无法判断	B
lele-gesp-cpp-202603-l4	10	11	单选题	下面代码试图把数组按升序进行“插入排序”，横线处应填写()。 void ins(int a[], int n){ for(int i= 1； i < n; i+){ int key = a[i]; int j = i-1; while(j >= 0 && ){ a[j+1] = a[j]; j-; } a[j+1] = key; } }	A：a[j] < key	B：a[j] > key	C：a[j+1] > key	D：a[j] == key	B
lele-gesp-cpp-202603-l4	11	12	单选题	下列代码段的时间复杂度为()。 int cnt=0; for(int i=0; i<n; i++){ for(int j=0; j<n; j+){ if((i+j) % 3 = 0) cnt++; } }	A：O(n)	B：O(n log n)	C：O(n2)	D：O(2n)	C
lele-gesp-cpp-202603-l4	12	13	单选题	下面哪种方式不能实现将字符串Welcome to 2026！输出重定向到文件log.txt()。	A：freopen("log.txt","w",stdout); cout < "Welcome to 2026！" < endl; fclose(stdout);	B：std::ofstream outFile("log.txt"); cout < "Welcome to 2026！" << endl; outFile.close();	C：ofstream log_file("log.txt"); streambuf* org_cout=cout.rdbuf(); cout.rdbuf(log_file.rdbuf()); cout...	D：std:ofstream outFile("log.txt"); outFile < "Welcome to 2026！" < endl; outFile.close();	B
lele-gesp-cpp-202603-l4	13	14	单选题	执行下面程序，输出结果是()。 int divi(int a,int b){ if(b=0) throw 0； return a/b; } int main(){ try{ cout < divi(10,0); }catch(const char* msg){ cout << "A"; }catch(int){ cout << "B"; } }	A：A	B：B	C：程序崩溃	D：无输出	B
lele-gesp-cpp-202603-l4	14	15	单选题	下列函数实现排行榜中单个元素的位置调整（类似插入排序的相邻搬移）。当某玩家分数增加，需将其向前移动时，while 循环的条件应为()。 struct Player{ int score; }； void up(Player players[], int n, int idx){ Player cur = players[idx]; int i = idx; while( ){ players[i] = players[i-1]; i--; } players[i] = cur; }	A：i > 0 && cur.score > players[i-1].score	B：i> 0 && cur.score < players[i-1].score	C：i < n-1 && cur.score > players[i+1].score	D：i < n-1 && cur.score < players[i+1].score	A
lele-gesp-cpp-202603-l4	15	16	判断题	下面代码执行结束时，变量a的值变成15。 void add10(int &x) { x += 10； } int main() { int a = 5； add10(a); }	对	错			对
lele-gesp-cpp-202603-l4	16	17	判断题	引用一旦绑定某个变量，就不能再绑定其他变量。()	对	错			对
lele-gesp-cpp-202603-l4	17	18	判断题	执行下面代码，输出结果为5。 int main() { int a[2][3]; cout << &a[1][2] - &a[0][1]<< endl; return 0； }	对	错			错
lele-gesp-cpp-202603-l4	18	19	判断题	下面程序可以正常编译并输出10。 int calc(int x, int y = 10)； int calc(int x) { return x* 2； } int calc(int x, int y) { return x* y;} int main() { cout << calc(5); }	对	错			错
lele-gesp-cpp-202603-l4	19	20	判断题	下面程序执行后输出2010。 int x = 10； void f() { int x = 20； cout < x; } int main() { f(); cout << x; }	对	错			对
lele-gesp-cpp-202603-l4	20	21	判断题	在C++中，如果声明了一个指针变量但没有显式初始化，该指针会自动被初始化为nullptr。	对	错			错
lele-gesp-cpp-202603-l4	21	22	判断题	下面代码没有语法错误。 struct GameCharacter { string name; int level; float position_x; float position_y; struct Equipment { string weapon; int attack_bonus; int defense_bonus; } equipment; struct Skill { string name; int damage; } skills[8]; int skill_count; };	对	错			对
lele-gesp-cpp-202603-l4	22	23	判断题	下面程序能够把Hello写入data.txt文件中。 ofstream fout("data.txt"); cout << "Hello"; fout.close();	对	错			错
lele-gesp-cpp-202603-l4	23	24	判断题	由于选择排序和插入排序的时间复杂度均为O(n2),在任何实际场景下两者的性能表现几乎相同，可以互相替代。	对	错			错
lele-gesp-cpp-202603-l4	24	25	判断题	下面用递推方式计算斐波那契数列第n项的程序，时间复杂度是O(2^n)。 int fib(int n){ if (n <= 1) return n; int f0 = 0， f1 = 1， cur = 0； for (int i= 2；i <= n; i+) { cur = f0 + f1; f0 = f1; f1 = cur; } return cur; }	对	错			错
lele-gesp-cpp-202512-l4	0	1	单选题	小杨想让指针p指向整数变量×，正确写法是()。	A：int p = &x;	B：int *p = x;	C：int *p = &x;	D：p=*x;	C
lele-gesp-cpp-202512-l4	1	2	单选题	小杨写了如下的指针接力程序，程序执行完后变量 a、*p1和*p2的值分别是()。 int a= 5； int* p1 = &a; int* p2 = p1; *p2= 10；	A：5 10 10	B：5 10 15	C：10 10 10	D：5 5 10	C
lele-gesp-cpp-202512-l4	2	3	单选题	小杨用一个二维数组表示棋盘，其中1表示有棋子，0表示没有棋子。他想知道第2行第3列有没有棋子，可采用的代码是：()。 int a[3][4] ={ {1,0,1,0}, {0,1,0,1}, {1,1,0,0} };	A：cout < a[1,2] << endl;	B：cout < a[1][2] < endl;	C：cout < a(1,2)<< endl;	D：cout < a{1}-{2} < endl;	B
lele-gesp-cpp-202512-l4	3	4	单选题	执行完下面的代码后，*(p+5)和arr[1][1]的值分别是()。 int arr[3][4] = {1,2,3,4}，{5,6,7,8}，{9,10,11,12}； int* p = &arr[0][0];	A：5 6	B：6 5	C：5 5	D：6 6	D
lele-gesp-cpp-202512-l4	4	5	单选题	执行完下面的代码后，sum的值是()。 int arr[2][3][2]={ {1,2},{3,4},{5,6}, {7,8},{9,10},{11,12}} }; int sum = 0； for(int i = 0； i < 2； i++) for(int j = 0；j < 3； j++) for(int k = 0； k < 2； k++) if((i+j+k)%2==0) sum += arr[i][j][k];	A：36	B：39	C：78	D：30	B
lele-gesp-cpp-202512-l4	5	6	单选题	执行完下面的代码后，输出是()。 int a = 1； void test() { int a = 2； { int a = 3; a++; } a++; cout << a <<""； } int main() { test(); cout << a; return 0； }	A：3 1	B：4 1	C：3 2	D：4 2	A
lele-gesp-cpp-202512-l4	6	7	单选题	执行完下面的代码后，a、b和c的值分别是()。 void byValue(int x) {x= 100；} void byRef(int& x) { x = 200； } void byPointer(int* x) { *x = 300；} int main() { int a=1, b=2, c=3 byValue(a); byRef(b); byPointer(&c); return 0； }	A：100 200 300	B：1 2 3	C：1 200 300	D：1 2 300	C
lele-gesp-cpp-202512-l4	7	8	单选题	运行如下代码会输出()。 struct Point { int x, y; }; struct Rectangle{ Point topLeft; Point bottomRight; }; int main() { Rectangle rect = {{10， 10}， {20， 20}}； rect.topLeft.x =5； Point* p = &rect.bottomRight; p->y=5; cout << rect.topLeft.x + rect.bottomRight.y; return 0； }	A：10	B：30	C：15	D：20	A
lele-gesp-cpp-202512-l4	8	9	单选题	给定函数 climbStairs(int n)的定义如下，则 climbStairs(5)的返回的值是()。 int climbStairs(int n){ if(n <= 2) return n; int a= 1， b= 2； for(int i= 3；i <= n; i++){ int temp = a + b; a= b; b = temp; } return b; }	A：5	B：8	C：13	D：10	B
lele-gesp-cpp-202512-l4	9	10	单选题	对如下4个扑克牌进行排序， struct Card { int value; char suit;//花色 }; Card cards[4] = {{5，'A'},{3,'B'},{5,'C'},{3,'D'}}; 使用某排序算法按value排序后，结果为：{3，'D'},{3,'B'},{5,'A'},{5,'C'},则这个排序算法是稳定的吗？	A：稳定，因为相同 value的元素相对顺序保持不变	B：不稳定，因为{3，'D'}出现在{3，'B'}之前	C：无法判断	D：稳定，因为结果是有序的	B
lele-gesp-cpp-202512-l4	10	11	单选题	下面的函数 selectTopK()实现从n个学生中选出前k名成绩最好的学生颁发奖学金（不需要对所有学生完全排序，只需要找出前k名)，则横线上应填写()。 struct Student { string name; int score; }; void selectTopK(Student students[], int n, int k) { for (int i= 0； i < k; i++){ int maxIdx = i; for ( ){//在此处填入代码 if(students[j].score > students[maxIdx].score){ maxIdx = j; } } if (maxIdx ！= i){ Student temp = students[i]; students[i] = students[maxIdx]; students[maxIdx] = temp; } } }	A：int j= 0； j< n; j++	B：int j= i+ 1； j< n; j++	C：int j= i; j < n; j++	D：int j= 1；j <= n;j++	B
lele-gesp-cpp-202512-l4	11	12	单选题	某游戏的排行榜系统需要实时更新玩家分数。每次只有一个玩家的分数发生变化，排行榜已经是按分数降序排列的。现在需要将更新后的玩家调整到正确位置。下面的函数updateRanking()要实现上述功能，则两处横线上应分别填写()。 struct Player { string name; int score; }; //玩家索引playerIdx的分数刚刚更新，需要调整位置 void updateRanking(Player players[], int size, int playerIdx) { Player updatedPlayer = players[playerIdx]; if (playerIdx > 0 && updatedPlayer.score > players[playerIdx - 1].score){ int i = playerIdx; while(_______ ){//在此处填入代码 players[i] = players[i-1]; i--; } players[i] = updatedPlayer; } else if (playerIdx < size -1 && updatedPlayer.score < players[playerIdx + 1].score) { int i = playerIdx; while (_ ){//在此处填入代...	A：i>0 && updatedPlayer.score > players[i -1].score i< size -1 && updatedPlayer.score < players[i + 1...	B：i< size -1 && updatedPlayer.score< players[i + 1].score i>0 && updatedPlayer.score > players[i -1]...	C：i>0 && updatedPlayer.score< players[i -1].score i< size -1 && updatedPlayer.score < players[i + 1]...	D：i>0 && updatedPlayer.score < players[i -1].score i< size -1 && updatedPlayer.score > players[i + 1...	A
lele-gesp-cpp-202512-l4	12	13	单选题	给定如下算法，其时间复杂度为()。 bool f(int arr[], int n, int target) { for (int i= 0； i< n; i++){ int sum = 0； for (int j= 0； j< n; j++){ if(i&(1 << j)){ sum += arr[j]; } } if (sum == target) return true; } return false; }	A：O(n)	B：O(n^2)	C：O(n^3)	D：O(2^n)	B
lele-gesp-cpp-202512-l4	13	14	单选题	执行下面C++程序，会输出()。 int main() { ofstream fout("test.txt"); fout << "Happy" << endl; fout << "New Year"; fout.close(); ifstream fin("test.txt"); string s1, s2; fin >> s1; getline(fin, s2); fin.close(); cout << s1 << "|" << s2; return 0； }	A：Happy|New Year	B：Happy| New Year	C：HappyNew Year|	D：Happy|	D
lele-gesp-cpp-202512-l4	14	15	单选题	执行下面C++代码，会输出()。 int divide(int a, int b) { if(b == 0) throw "Division by zero"; return a / b; } int main() { int result = 0； try { result = divide(10,0); cout << "A"; } catch(const char* msg) { cout << "B"; result = -1； } cout << result; return 0； }	A：A0	B：B-1	C：A10	D：程序崩溃	B
lele-gesp-cpp-202512-l4	15	16	判断题	小杨正在调试他的温度传感器程序，其中变量×保存当前温度。下面这段代码运行后，变量×的值变成了8。 int x= 5； int *p = &x; *p=*p+3;	对	错			对
lele-gesp-cpp-202512-l4	16	17	判断题	一个结构体不能包含另一个结构体。	对	错			错
lele-gesp-cpp-202512-l4	17	18	判断题	在C++中，定义如下二维数组：int a[3][4];，数组 a在内存中是按行优先连续存放的，即a[0][0]、a[0][1]、a[0][2]、a[0][3]在内存中是连续的。	对	错			对
lele-gesp-cpp-202512-l4	18	19	判断题	执行下面程序后，变量a的值会变成15。 void add(int &x){ x+=10; } int a = 5； add(a);	对	错			对
lele-gesp-cpp-202512-l4	19	20	判断题	执行下面的C++代码，会输出8，因为两个指针地址相差8个字节（假设int占4字节）。 int arr[5] = {1， 2,3,4， 5}； int* p1 = arr; int* p2 = arr + 2； cout << p2 - p1; // 输出结果	对	错			错
