# GESP C++ L1 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp1-kp01 | 计算机基础知识 | 计算机基础
#   cpp1-kp02 | 程序与流程图 | 计算机基础
#   cpp1-kp03 | 变量与数据类型 | 基础语法
#   cpp1-kp04 | 常量与标识符命名 | 基础语法
#   cpp1-kp05 | 标准输入输出 | 基础语法
#   cpp1-kp06 | 算术与赋值运算 | 运算与表达式
#   cpp1-kp07 | 关系与逻辑运算 | 运算与表达式
#   cpp1-kp08 | 顺序结构 | 顺序结构
#   cpp1-kp09 | if 分支结构 | 分支结构
#   cpp1-kp10 | switch 分支结构 | 分支结构
#   cpp1-kp11 | for 循环 | 循环结构
#   cpp1-kp12 | while 循环 | 循环结构
#   cpp1-kp13 | 循环控制 | 循环结构
#   cpp1-kp14 | 嵌套循环 | 循环结构
#   cpp1-kp15 | 一维数组入门 | 数组与字符串
#   cpp1-kp16 | string 字符串基础 | 数组与字符串
#   cpp1-kp17 | 进制初步 | 进制与运算
#   cpp1-kp18 | 简单数学应用 | 进制与运算
#   cpp1-kp19 | 综合：顺序与分支 | 综合应用
#   cpp1-kp20 | 综合：循环与数组 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202509-l1	14	15	单选题	下面C++代码用于记录多个输入数中的最大数和最小数（输入-999则输入结束），相关说法错误的是()。 cin >> now_num; min_num = max_num = now_num; while (now_num != -999){ if (max_num < now_num) max_num=now_num; if (min_num > now_num) min_num=now_num; cin >> now_num; } cout << min_num << ' ' << max_num;	A：程序运行时如果第一个数输入-999，则输出将是-999-999	B：程序输入过程中，如果输入的第一个数不是-999，则如果待输入的数据中没有-999，则程序能求出已输入整数中的最大数和最小数	C：如果用于输入考试成绩，即成绩中不可能有-999，则程序能求出已输入成绩中的最高成绩和最低成绩	D：可以将cin >> now_num;移动到while(now_num != -999){下面，结果不变	D
lele-gesp-cpp-202509-l1	15	16	判断题	在集成开发环境里调试程序时，要注意不能修改源程序，因为如果修改，就要终止调试、关闭该文件并重新打开，才能再次开始调试。()	对	错			错
lele-gesp-cpp-202509-l1	16	17	判断题	执行C++表达式10%0.5将报错，因为0.5所在位置只能是整数。()	对	错			对
lele-gesp-cpp-202509-l1	17	18	判断题	下面C++代码执行后将输出9。() for (i=0; i<10; i++) break; cout << i;	对	错			错
lele-gesp-cpp-202509-l1	18	19	判断题	下面C++代码执行后将输出55。() n=0; for (int i=0; i>-10; i--) n=n+i*-1; cout << n;	对	错			错
lele-gesp-cpp-202509-l1	19	20	判断题	将下面C++代码中的L1行的i=0修改为i=1,其输出与当前代码输出相同。() cnt = 0; for (int i=0; i<100; i++) // L1 cnt += i; cout << cnt;	对	错			对
lele-gesp-cpp-202509-l1	20	21	判断题	将下面C++代码中的i<10修改为i<=10，其执行后输出相同。() int n, i; while (i < 10){ n += i; i+=1; } cout << n;	对	错			错
lele-gesp-cpp-202509-l1	21	22	判断题	下面的C++代码执行后将输出45。() int n, i; n=i=0; while (i < 10){ i+=1; n += i; } cout << n;	对	错			错
lele-gesp-cpp-202509-l1	22	23	判断题	执行C++代码cout<<(12+12.12)将报错，因为12是int类型，而12.12是float类型，不同类型不能直接运算。()	对	错			错
lele-gesp-cpp-202509-l1	23	24	判断题	下面C++代码执行时将导致无限循环（也称死循环）。() int count = 0; while (count < 5){ count += 1; if (count == 3) continue; cout << count << ' '; }	对	错			错
lele-gesp-cpp-202509-l1	24	25	判断题	下列C++代码用于求斐波那契数列，即第1个数为0，第2个数为1，从第三个数开始，依次是其前两个数之和。如果输入的值为大于1的正整数，该代码能实现所求。() cin >> n; a=0,b=1; for (int j=0; j<n; j++){ cout << a << " "; b=b+a; a=b-a; }	对	错			对
lele-783	0	1	单选题	2025年4月19日在北京举行了一场颇为瞩目的人形机器人半程马拉松赛。比赛期间，跑动着的机器人会利用身上安装的多个传感器所反馈的数据来调整姿态、保持平衡等，那么这类传感器类似于计算机的( )。	A：处理器	B：存储器	C：输入设备	D：输出设备	C
lele-783	1	2	单选题	在某集成开发环境中调试下面代码段时尝试设置断点和检查局部变量，下面哪个说法是错误的（ ）。int i,N = 0; // L1cin >> N; // L2for (i = 1; i < 9; i++)if (N % i == 0) break; // L3if (i < 9)printf("N不能大于9\n"); // L4	A：断点不可以设在L1标记的代码行	B：执行暂停在L2标记的代码行时，可以检测i的值	C：执行暂停在L3标记的代码行时，可以修改i的值	D：执行有可能暂停在L4标记的代码行	A
lele-783	2	3	单选题	对下列C++的代码，描述准确的是( )。int first = 10;printf("{%d}\n", First)	A：执行后输出10	B：执行后输出 {First}	C：执行后输出 "{First}"	D：编译报错，因为First应该是first	D
lele-783	3	4	单选题	在C++中，下列可以做变量名的是( )。	A：X.cpp	B：X-cpp	C：X#cp	D：X_cpp	D
lele-783	4	5	单选题	下面的C++代码执行后，其输出是( )。int x = 10, y = 20;x = x + y;y = x - y;x = x - y;cout << x << ' ' << y;	A：10 20	B：20 10	C：10 10	D：20 20	B
lele-783	5	6	单选题	定义整型变量 int a=16 ，则执行 ++a += 3 之后，a的值会是（ ）。	A：3	B：17	C：19	D：20	D
lele-783	6	7	单选题	C++的 int 类型变量 X 的值为8，如果执行 cout << (++X)++; ，则输出和执行后 X 的值分别是（ ）。	A：8 9	B：9 9	C：9 10	D：编译错误，无法执行	C
lele-783	7	8	单选题	下面C++代码执行后的输出是（ ）。int a,b;a = 3;b = 4;printf("a+b=%02d#a+b={a+b}", a+b, a+b);	A：a+b=07#a+b={a+b}	B：a+b= 7#a+b=7	C：a+b=7#a+b={a+b}	D：a+b=7#a+b=7	A
lele-783	8	9	单选题	下面的C++代码用于求M天后是星期几，两处横线处分别应填入的代码是（ ）。int N, M, D;cout << "当前星期几? "; // 星期日是0cin >> N;cout << "求多少天后? "; // 输入正整数cin >> M;D = ____________;if (____________)printf("%d天后是星期日", M);elseprintf("%d天后是星期%d", M, D);	A：	D == 0	B：	D == 0	B
lele-783	9	10	单选题	C++表达式 14-3*3%2 的值是( )。	A：0	B：11	C：13	D：-67	C
lele-783	10	11	单选题	下面C++代码执行后输出是（ ）。int i;for (i = 1; i < 11; i += 3){continue;if (i % 2 == 0)break;printf("%d#", i);}if (i >= 11)printf("END");	A：END	B：1#	C：1#4#END	D：1#4#7#10#END	A
lele-783	11	12	单选题	下面的C++代码用于求N的所有因数（即能将N整除的数），如输入12则将输出 12,6,4,3,2,1 。（ ）。int i, N;cin >> N;i = N;while (_______){if (N % i == 0)printf("%d,", i);i -= 1;}printf("1");	A：i -= 1	B：i == 1	C：i == 1	D：i >= 1	C
lele-783	12	13	单选题	下面C++代码执行后输出的是（ ）。int Sum = 0;for (int i = 0; i < 10; i++){if (i % 2 == 0)continue;if (i % 5 == 0)break;Sum += i;}cout << Sum;	A：55	B：15	C：9	D：4	D
lele-783	13	14	单选题	试图编译并执行下面C++代码，下面描述正确的是（ ）。float x;x = 101;x++;cout << ++x;	A：输出 101	B：输出 102	C：输出 103	D：编译将报错，无法执行	C
lele-783	14	15	单选题	以下C++代码可以找出百位、十位和个位满足特定条件的三位数，横线处应该填入的是（ ）int count = 0;for (int i = 100; i <= 999; i++) {int a = i / 100;_________________________int c = i % 10;if (a * a + b * b == c * c) {count++;}}	A：int b = (i / 10) / 10;	B：int b = (i / 10) % 10;	C：int b = (i % 10) / 10;	D：int b = (i % 10) % 10;	B
